;Table 2. Human Development Index trends, 1990-2023;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;HDI: Human Development Index (HDI);;;;;;;;;;;;;;;;Change in HDI rank;;Average annual HDI growth;;;;;;;
;;Value;;;;;;;;;;;;;;;;;;(%);;;;;;;
HDI rank;Country;1990;;2000;;2010;;2015;;2020;;2021;;2022;;2023;; 2015-2023;a;1990-2000;;2000-2010;;2010-2023;;1990-2023;
181;Afghanistan;0,285;;0,351;;0,465;;0,496;;0,501;;0,486;;0,495;;0,496;;-7;;2,10;;2,85;;0,50;;1,69;
182;Mozambique;0,246;;0,311;;0,419;;0,457;;0,477;;0,478;;0,490;;0,493;;1;;2,37;;3,03;;1,26;;2,13;
183;Madagascar;..;;0,443;;0,493;;0,501;;0,483;;0,481;;0,483;;0,487;;-11;;..;;1,08;;-0,09;;..;
184;Yemen;0,359;;0,439;;0,502;;0,475;;0,459;;0,458;;0,466;;0,470;;-4;;2,03;;1,35;;-0,51;;0,82;
185;Sierra Leone;0,313;;0,318;;0,410;;0,432;;0,454;;0,458;;0,463;;0,467;;0;;0,16;;2,57;;1,01;;1,22;
186;Burkina Faso;..;;..;;0,377;;0,419;;0,453;;0,454;;0,457;;0,459;;1;;..;;..;;1,53;;..;
187;Burundi;0,294;;0,308;;0,416;;0,432;;0,435;;0,435;;0,437;;0,439;;-2;;0,47;;3,05;;0,41;;1,22;
188;Mali;0,240;;0,320;;0,410;;0,413;;0,414;;0,414;;0,417;;0,419;;0;;2,92;;2,51;;0,17;;1,70;
188;Niger;0,215;;0,266;;0,339;;0,374;;0,404;;0,413;;0,414;;0,419;;3;;2,15;;2,45;;1,64;;2,04;
190;Chad;..;;0,303;;0,375;;0,396;;0,408;;0,408;;0,414;;0,416;;-1;;..;;2,15;;0,80;;..;
191;Central African Republic;0,342;;0,333;;0,358;;0,377;;0,386;;0,339;;..;;0,414;;-1;;-0,27;;0,73;;1,12;;0,58;
192;Somalia;..;;..;;..;;..;;..;;..;;0,385;;0,404;;..;;..;;..;;..;;..;
193;South Sudan;..;;..;;0,420;;0,317;;0,398;;0,393;;0,388;;0,388;;0;;..;;..;;-0,61;;..;
;Other countries or territories;;;;;;;;;;;;;;;;;;;;;;;;;;
;Korea (Democratic People's Rep. of);..;;..;;..;;..;;..;;..;;..;;..;;..;;..;;..;;..;;..;
;Monaco;..;;..;;..;;..;;..;;..;;..;;..;;..;;..;;..;;..;;..;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Human development groups;;;;;;;;;;;;;;;;;;;;;;;;;;
;Very high human development;0,797;;0,838;;0,879;;0,898;;0,901;;0,903;;0,908;;0,914;;—;;0,50;;0,48;;0,30;;0,42;
;High human development;0,569;;0,636;;0,714;;0,744;;0,763;;0,766;;0,774;;0,777;;—;;1,12;;1,16;;0,65;;0,95;
;Medium human development;0,439;;0,491;;0,573;;0,611;;0,631;;0,629;;0,649;;0,656;;—;;1,13;;1,56;;1,05;;1,22;
;Low human development;0,346;;0,393;;0,467;;0,491;;0,507;;0,507;;0,512;;0,515;;—;;1,28;;1,74;;0,76;;1,21;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Developing countries;0,520;;0,576;;0,649;;0,680;;0,696;;0,696;;0,708;;0,712;;—;;1,03;;1,20;;0,72;;0,96;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Regions;;;;;;;;;;;;;;;;;;;;;;;;;;
;Arab States;0,550;;0,615;;0,670;;0,693;;0,707;;0,710;;0,716;;0,719;;—;;1,12;;0,86;;0,54;;0,82;
;East Asia and the Pacific;0,514;;0,604;;0,699;;0,735;;0,764;;0,768;;0,773;;0,775;;—;;1,63;;1,47;;0,80;;1,25;
;Europe and Central Asia;0,674;;0,686;;0,753;;0,789;;0,802;;0,803;;0,815;;0,818;;—;;0,18;;0,94;;0,64;;0,59;
;Latin America and the Caribbean;0,648;;0,697;;0,747;;0,767;;0,764;;0,762;;0,778;;0,783;;—;;0,73;;0,70;;0,36;;0,58;
;South Asia;0,454;;0,508;;0,590;;0,627;;0,645;;0,641;;0,665;;0,672;;—;;1,13;;1,51;;1,01;;1,20;
;Sub-Saharan Africa;0,405;;0,435;;0,510;;0,540;;0,557;;0,558;;0,565;;0,568;;—;;0,72;;1,60;;0,83;;1,03;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Least developed countries;0,360;;0,411;;0,494;;0,526;;0,550;;0,549;;0,555;;0,560;;—;;1,33;;1,86;;0,97;;1,35;
;Small island developing states;0,617;b;0,660;;0,702;;0,727;;0,731;;0,727;;0,737;;0,739;;—;;0,68;;0,62;;0,40;;0,55;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Organisation for Economic Co-operation and Development;0,801;;0,846;;0,883;;0,899;;0,903;;0,904;;0,910;;0,916;;—;;0,55;;0,43;;0,28;;0,41;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;0,608;;0,651;;0,707;;0,731;;0,742;;0,742;;0,752;;0,756;;—;;0,69;;0,83;;0,52;;0,66;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Notes;;;;;;;;;;;;;;;;;;;;;;;;;;
;For HDI values that are comparable across years and countries, use this table or the interpolated data at http://hdr.undp.org/en/data, which present trends using consistent data.;;;;;;;;;;;;;;;;;;;;;;;;;;
;a. A positive value indicates an improvement in rank.;;;;;;;;;;;;;;;;;;;;;;;;;;
;b. Value reported with relaxed aggregation rule. For more details see Reader's guide.;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Definitions;;;;;;;;;;;;;;;;;;;;;;;;;;
;Human Development Index (HDI): A composite index measuring average achievement in three basic dimensions of human development—a long and healthy life, knowledge and a decent standard of living. See Technical note 1 at https://hdr.undp.org/sites/default/files/2025_HDR/hdr2025_technical_notes.pdf  for details on how the HDI is calculated.;;;;;;;;;;;;;;;;;;;;;;;;;;
;Average annual HDI growth: A smoothed annualized growth of the HDI in a given period, calculated as the annual compound growth rate.;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Main data sources;;;;;;;;;;;;;;;;;;;;;;;;;;
;Columns 1-8: HDRO calculations based on data from Barro and Lee (2018), IMF (2024), UNDESA (2024a), UNESCO Institute for Statistics (2024), United Nations Statistics Division (2025) and World Bank (2024a).;;;;;;;;;;;;;;;;;;;;;;;;;;
;Column 9: Calculated based on data in columns 4 and 8.;;;;;;;;;;;;;;;;;;;;;;;;;;
;Columns 10-13: Calculated based on data in columns 1, 2, 3 and 8.;;;;;;;;;;;;;;;;;;;;;;;;;;
