Data Source;Indicadores del desarrollo mundial;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;2026-01-28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;
Aruba;ABW;PIB por unidad de uso de energía, (PPA a $ constantes de 2017 por kg de equivalente de petróleo);EG.GDP.PUSE.KO.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;AFE;PIB por unidad de uso de energía, (PPA a $ constantes de 2017 por kg de equivalente de petróleo);EG.GDP.PUSE.KO.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.35723413608859;5.25277849100791;5.18968577502581;4.94378316622688;4.83361325336289;4.81530299296509;4.96046153107655;5.03531928446626;5.07861364763844;5.14806576776294;5.44258140502942;5.62707841446054;5.84763470580079;5.64655047067851;5.68296608049263;6.03766209132578;6.23979030470976;6.39332948066883;6.33063736879925;6.21875007933739;6.72021923376972;6.74864944967222;6.91622198944752;6.99723807945948;7.00800788863963;7.18570133276649;7.19115905383073;7.32006703767763;7.4930095945896;7.41325550308134;7.2859975937529;7.26554287610218;7.59273906255856;;;
Afganistán;AFG;PIB por unidad de uso de energía, (PPA a $ constantes de 2017 por kg de equivalente de petróleo);EG.GDP.PUSE.KO.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;AFW;PIB por unidad de uso de energía, (PPA a $ constantes de 2017 por kg de equivalente de petróleo);EG.GDP.PUSE.KO.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.9439560289119;14.3788359419346;14.1557123985125;13.6839070103309;14.2228739639312;14.2117831123572;13.9925368523925;13.8680897776484;14.1806016645087;13.7802001303246;14.5523862006129;14.7172539548076;15.6818304956418;15.8961766594238;16.3715279323825;16.3214477007441;17.2373402728749;17.8569357369813;18.1951653113562;19.5694572670433;17.9097305857619;17.1365733684078;17.803039961768;18.2165339636834;18.8854409797948;19.9015688694166;18.9314361453607;19.4487428808858;19.8957318396784;19.0729995622275;18.1258921004626;17.4210800023654;17.6803391711458;;;
Angola;AGO;PIB por unidad de uso de energía, (PPA a $ constantes de 2017 por kg de equivalente de petróleo);EG.GDP.PUSE.KO.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.5357458113046;16.3090852627892;15.2717340931679;11.2093081715839;11.2062612696811;12.9858995220674;14.4050115319998;15.1928875629746;16.036282506847;15.6938783033881;15.8711969903268;15.9792150037773;17.5207004742558;16.8534280230191;18.6405837902955;22.660042802676;22.6734640044417;23.3612879819376;23.5872579866115;21.6532935792054;22.732527026369;22.7001975924082;21.6849659979239;22.7064309822271;26.2135608837564;22.0142047714393;23.3417486110873;22.8036202184267;24.6827347628878;23.1369109143617;22.5341804290797;21.1834367554797;21.1526028992873;;;
Albania;ALB;PIB por unidad de uso de energía, (PPA a $ constantes de 2017 por kg de equivalente de petróleo);EG.GDP.PUSE.KO.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.50519702710019;6.69143302048895;8.55598742896599;9.56669379292089;9.73990279211767;11.7533550546025;11.8211040303361;12.2294684227733;12.0104157726117;10.0365632604645;10.7723809200352;11.5042904781761;10.9244547560058;11.7593971151812;11.2637394186679;11.828897629994;12.8553424996806;14.3406150134391;14.7694800844844;14.8165983671794;15.3960671410582;15.0785920614914;16.9550025901889;14.8291160836413;15.0585296479665;16.422889410198;16.5750211747202;16.338826331043;17.0067703043262;17.5580490952601;18.3113335876105;18.9449293343921;20.8558638379991;21.9341627044775;;
Andorra;AND;PIB por unidad de uso de energía, (PPA a $ constantes de 2017 por kg de equivalente de petróleo);EG.GDP.PUSE.KO.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El mundo árabe;ARB;PIB por unidad de uso de energía, (PPA a $ constantes de 2017 por kg de equivalente de petróleo);EG.GDP.PUSE.KO.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.7697798405128;10.2648089260922;9.87949145891349;9.55349765603674;9.30537958134052;9.35820953484065;9.48633535810724;9.60785336684779;9.9337842813569;10.158395097727;10.3452431877088;9.75380469351124;9.37410891937734;9.57563494246668;10.0099418212445;9.830701141204;9.90653934439555;9.91425273299099;9.7907050443591;9.44234049774472;9.34901108063192;9.49255152025026;9.41395893181568;9.52400916831297;9.23065022758444;9.28662996363897;9.40964704012031;9.33217762261257;9.61889982765387;9.76279057931536;9.80024719345106;9.73326256988327;9.93087560029699;;;
Emiratos Árabes Unidos;ARE;PIB por unidad de uso de energía, (PPA a $ constantes de 2017 por kg de equivalente de petróleo);EG.GDP.PUSE.KO.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.3694884751522;9.09027474393518;9.86535519928086;9.49832285777597;9.16554414224787;9.2006715588024;9.21350354483405;9.44935433694414;9.26128615640363;9.35524414073286;10.6499097158759;7.75426930685802;8.05054455264827;8.89196467231116;9.86811674322037;9.72717739368133;10.2681685468445;9.76276104321976;8.51721726151684;7.53654349724242;7.92825819401217;8.55203314046311;8.5491769202479;8.38060029193065;7.69665321816694;7.41531243889341;7.30729646522682;8.51166446939075;8.56737418584542;8.25984143363224;8.1930041827638;7.90619765569489;8.40657759791663;;;
Argentina;ARG;PIB por unidad de uso de energía, (PPA a $ constantes de 2017 por kg de equivalente de petróleo);EG.GDP.PUSE.KO.PP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.5841666147461;13.2061735064436;13.8396971311064;14.5129388940928;14.1858550395442;13.813376470827;14.1423057509502;14.7838716518369;14.4305074782259;13.6274642194452;13.558749079685;13.8725870863692;12.5124569476107;12.5769659582675;12.4024004726942;13.5844267707113;13.9445160033683;14.5459979589778;14.6386948831335;14.9454575062251;15.3644422422099;15.775710097913;15.1906709644075;15.1552575089064;14.7523333205872;14.9337558649021;14.7111192550916;15.113322095824;15.1469310721001;14.9821801811851;14.7033270437942;15.1019616864017;15.3834804325096;14.8632109717379;;
