tipo_analisis,grupo,variable,valor,detalle
nulos_porcentaje_columna,columna,edu_secondary_schools_internet,60.44,
nulos_porcentaje_columna,columna,edu_upper_secondary_schools_electricity,55.11,
nulos_porcentaje_columna,columna,edu_years_compulsory_education,4.89,
nulos_porcentaje_columna,columna,edu_years_free_primary_secondary,15.11,
nulos_porcentaje_columna,columna,elec_electricity_access_rural,7.11,
nulos_porcentaje_columna,columna,elec_electricity_access_total,4.44,
nulos_porcentaje_columna,columna,elec_electricity_access_urban,5.33,
nulos_porcentaje_columna,columna,elec_electricity_consumption,68.44,
nulos_porcentaje_columna,columna,elec_gdp_per_unit_energy_use,68.89,
nulos_porcentaje_columna,columna,elec_private_investment_energy,76.44,
nulos_porcentaje_columna,columna,year,0.0,
outliers,columna,des_crecimiento_poblacion_rural_iqr,1.8615,
outliers,columna,des_crecimiento_poblacion_rural_limite_inferior,-3.4296,
outliers,columna,des_crecimiento_poblacion_rural_limite_superior,4.0165,
outliers,columna,des_crecimiento_poblacion_rural_n_outliers,9.0,
outliers,columna,des_crecimiento_poblacion_rural_pct_outliers,4.39,
outliers,columna,des_crecimiento_poblacion_rural_q1,-0.6373,
outliers,columna,des_crecimiento_poblacion_rural_q3,1.2242,
outliers,columna,des_deflactor_inflacion_gdp_iqr,5.5961,
outliers,columna,des_deflactor_inflacion_gdp_limite_inferior,-6.0505,
outliers,columna,des_deflactor_inflacion_gdp_limite_superior,16.3339,
outliers,columna,des_deflactor_inflacion_gdp_n_outliers,37.0,
outliers,columna,des_deflactor_inflacion_gdp_pct_outliers,18.23,
outliers,columna,des_deflactor_inflacion_gdp_q1,2.3437,
outliers,columna,des_deflactor_inflacion_gdp_q3,7.9397,
outliers,columna,des_densidad_poblacion_iqr,201.7511,
outliers,columna,des_densidad_poblacion_limite_inferior,-262.8063,
outliers,columna,des_densidad_poblacion_limite_superior,544.198,
outliers,columna,des_densidad_poblacion_n_outliers,20.0,
outliers,columna,des_densidad_poblacion_pct_outliers,9.3,
outliers,columna,des_densidad_poblacion_q1,39.8203,
outliers,columna,des_densidad_poblacion_q3,241.5714,
outliers,columna,des_gdp_per_capita_iqr,26879.5147,
outliers,columna,des_gdp_per_capita_limite_inferior,-37421.7194,
outliers,columna,des_gdp_per_capita_limite_superior,70096.3396,
outliers,columna,des_gdp_per_capita_n_outliers,14.0,
outliers,columna,des_gdp_per_capita_pct_outliers,6.9,
outliers,columna,des_gdp_per_capita_q1,2897.5527,
outliers,columna,des_gdp_per_capita_q3,29777.0675,
outliers,columna,des_hdi_iqr,0.225,
outliers,columna,des_hdi_limite_inferior,0.3365,
outliers,columna,des_hdi_limite_superior,1.2365,
outliers,columna,des_hdi_n_outliers,0.0,
outliers,columna,des_hdi_pct_outliers,0.0,
outliers,columna,des_hdi_q1,0.674,
outliers,columna,des_hdi_q3,0.899,
outliers,columna,des_poblacion_rural_iqr,9650581.0,
outliers,columna,des_poblacion_rural_limite_inferior,-14268083.5,
outliers,columna,des_poblacion_rural_limite_superior,24334240.5,
outliers,columna,des_poblacion_rural_n_outliers,23.0,
outliers,columna,des_poblacion_rural_pct_outliers,10.6,
outliers,columna,des_poblacion_rural_q1,207788.0,
outliers,columna,des_poblacion_rural_q3,9858369.0,
outliers,columna,des_tasa_mortalidad_infantil_iqr,24.525,
outliers,columna,des_tasa_mortalidad_infantil_limite_inferior,-31.7875,
outliers,columna,des_tasa_mortalidad_infantil_limite_superior,66.3125,
outliers,columna,des_tasa_mortalidad_infantil_n_outliers,3.0,
outliers,columna,des_tasa_mortalidad_infantil_pct_outliers,1.53,
outliers,columna,des_tasa_mortalidad_infantil_q1,5.0,
outliers,columna,des_tasa_mortalidad_infantil_q3,29.525,
outliers,columna,des_tasa_natalidad_iqr,14.802,
outliers,columna,des_tasa_natalidad_limite_inferior,-12.429,
outliers,columna,des_tasa_natalidad_limite_superior,46.779,
outliers,columna,des_tasa_natalidad_n_outliers,0.0,
outliers,columna,des_tasa_natalidad_pct_outliers,0.0,
outliers,columna,des_tasa_natalidad_q1,9.774,
outliers,columna,des_tasa_natalidad_q3,24.576,
outliers,columna,des_tasa_pobreza_iqr,3.5,
outliers,columna,des_tasa_pobreza_limite_inferior,-5.05,
outliers,columna,des_tasa_pobreza_limite_superior,8.95,
outliers,columna,des_tasa_pobreza_n_outliers,3.0,
outliers,columna,des_tasa_pobreza_pct_outliers,5.66,
outliers,columna,des_tasa_pobreza_q1,0.2,
outliers,columna,des_tasa_pobreza_q3,3.7,
outliers,columna,edu_educational_attainment_rate_iqr,13.9197,
outliers,columna,edu_educational_attainment_rate_limite_inferior,64.7024,
outliers,columna,edu_educational_attainment_rate_limite_superior,120.381,
outliers,columna,edu_educational_attainment_rate_n_outliers,10.0,
outliers,columna,edu_educational_attainment_rate_pct_outliers,10.42,
outliers,columna,edu_educational_attainment_rate_q1,85.5819,
outliers,columna,edu_educational_attainment_rate_q3,99.5015,
outliers,columna,edu_literacy_rate_iqr,10.18,
outliers,columna,edu_literacy_rate_limite_inferior,71.9575,
outliers,columna,edu_literacy_rate_limite_superior,112.6775,
outliers,columna,edu_literacy_rate_n_outliers,2.0,
outliers,columna,edu_literacy_rate_pct_outliers,6.67,
outliers,columna,edu_literacy_rate_q1,87.2275,
outliers,columna,edu_literacy_rate_q3,97.4075,
outliers,columna,edu_lower_secondary_schools_electricity_iqr,8.9006,
outliers,columna,edu_lower_secondary_schools_electricity_limite_inferior,77.7485,
outliers,columna,edu_lower_secondary_schools_electricity_limite_superior,113.3509,
outliers,columna,edu_lower_secondary_schools_electricity_n_outliers,17.0,
outliers,columna,edu_lower_secondary_schools_electricity_pct_outliers,17.53,
outliers,columna,edu_lower_secondary_schools_electricity_q1,91.0994,
outliers,columna,edu_lower_secondary_schools_electricity_q3,100.0,
outliers,columna,edu_out_of_school_children_female_iqr,60047.0,
outliers,columna,edu_out_of_school_children_female_limite_inferior,-88424.5,
outliers,columna,edu_out_of_school_children_female_limite_superior,151763.5,
outliers,columna,edu_out_of_school_children_female_n_outliers,16.0,
outliers,columna,edu_out_of_school_children_female_pct_outliers,15.24,
outliers,columna,edu_out_of_school_children_female_q1,1646.0,
outliers,columna,edu_out_of_school_children_female_q3,61693.0,
outliers,columna,edu_out_of_school_children_male_iqr,73419.7836,
outliers,columna,edu_out_of_school_children_male_limite_inferior,-107934.6753,
outliers,columna,edu_out_of_school_children_male_limite_superior,185744.4589,
outliers,columna,edu_out_of_school_children_male_n_outliers,16.0,
outliers,columna,edu_out_of_school_children_male_pct_outliers,15.24,
outliers,columna,edu_out_of_school_children_male_q1,2195.0,
outliers,columna,edu_out_of_school_children_male_q3,75614.7836,
outliers,columna,edu_primary_completion_rate_iqr,12.5695,
outliers,columna,edu_primary_completion_rate_limite_inferior,68.7759,
outliers,columna,edu_primary_completion_rate_limite_superior,119.054,
outliers,columna,edu_primary_completion_rate_n_outliers,15.0,
outliers,columna,edu_primary_completion_rate_pct_outliers,11.28,
outliers,columna,edu_primary_completion_rate_q1,87.6302,
outliers,columna,edu_primary_completion_rate_q3,100.1997,
outliers,columna,edu_primary_schools_electricity_iqr,18.0556,
outliers,columna,edu_primary_schools_electricity_limite_inferior,54.8611,
outliers,columna,edu_primary_schools_electricity_limite_superior,127.0833,
outliers,columna,edu_primary_schools_electricity_n_outliers,16.0,
outliers,columna,edu_primary_schools_electricity_pct_outliers,15.84,
outliers,columna,edu_primary_schools_electricity_q1,81.9444,
outliers,columna,edu_primary_schools_electricity_q3,100.0,
outliers,columna,edu_primary_schools_internet_iqr,61.3821,
outliers,columna,edu_primary_schools_internet_limite_inferior,-53.4553,
outliers,columna,edu_primary_schools_internet_limite_superior,192.0732,
outliers,columna,edu_primary_schools_internet_n_outliers,0.0,
outliers,columna,edu_primary_schools_internet_pct_outliers,0.0,
outliers,columna,edu_primary_schools_internet_q1,38.6179,
outliers,columna,edu_primary_schools_internet_q3,100.0,
outliers,columna,edu_public_expenditure_education_iqr,2.2914,
outliers,columna,edu_public_expenditure_education_limite_inferior,-0.7242,
outliers,columna,edu_public_expenditure_education_limite_superior,8.4414,
outliers,columna,edu_public_expenditure_education_n_outliers,2.0,
outliers,columna,edu_public_expenditure_education_pct_outliers,1.65,
outliers,columna,edu_public_expenditure_education_q1,2.7129,
outliers,columna,edu_public_expenditure_education_q3,5.0043,
outliers,columna,edu_school_enrollment_primary_iqr,10.1326,
outliers,columna,edu_school_enrollment_primary_limite_inferior,79.8394,
outliers,columna,edu_school_enrollment_primary_limite_superior,120.3696,
outliers,columna,edu_school_enrollment_primary_n_outliers,17.0,
outliers,columna,edu_school_enrollment_primary_pct_outliers,10.56,
outliers,columna,edu_school_enrollment_primary_q1,95.0383,
outliers,columna,edu_school_enrollment_primary_q3,105.1708,
outliers,columna,edu_school_enrollment_secondary_iqr,23.5495,
outliers,columna,edu_school_enrollment_secondary_limite_inferior,44.894,
outliers,columna,edu_school_enrollment_secondary_limite_superior,139.0919,
outliers,columna,edu_school_enrollment_secondary_n_outliers,12.0,
outliers,columna,edu_school_enrollment_secondary_pct_outliers,8.45,
outliers,columna,edu_school_enrollment_secondary_q1,80.2182,
outliers,columna,edu_school_enrollment_secondary_q3,103.7677,
outliers,columna,edu_secondary_schools_internet_iqr,42.172,
outliers,columna,edu_secondary_schools_internet_limite_inferior,-5.4299,
outliers,columna,edu_secondary_schools_internet_limite_superior,163.2579,
outliers,columna,edu_secondary_schools_internet_n_outliers,0.0,
outliers,columna,edu_secondary_schools_internet_pct_outliers,0.0,
outliers,columna,edu_secondary_schools_internet_q1,57.828,
outliers,columna,edu_secondary_schools_internet_q3,100.0,
outliers,columna,edu_upper_secondary_schools_electricity_iqr,6.1806,
outliers,columna,edu_upper_secondary_schools_electricity_limite_inferior,84.5486,
outliers,columna,edu_upper_secondary_schools_electricity_limite_superior,109.2708,
outliers,columna,edu_upper_secondary_schools_electricity_n_outliers,13.0,
outliers,columna,edu_upper_secondary_schools_electricity_pct_outliers,12.87,
outliers,columna,edu_upper_secondary_schools_electricity_q1,93.8194,
outliers,columna,edu_upper_secondary_schools_electricity_q3,100.0,
outliers,columna,edu_years_compulsory_education_iqr,3.0,
outliers,columna,edu_years_compulsory_education_limite_inferior,3.5,
outliers,columna,edu_years_compulsory_education_limite_superior,15.5,
outliers,columna,edu_years_compulsory_education_n_outliers,14.0,
outliers,columna,edu_years_compulsory_education_pct_outliers,6.54,
outliers,columna,edu_years_compulsory_education_q1,8.0,
outliers,columna,edu_years_compulsory_education_q3,11.0,
outliers,columna,edu_years_free_primary_secondary_iqr,2.5,
outliers,columna,edu_years_free_primary_secondary_limite_inferior,5.75,
outliers,columna,edu_years_free_primary_secondary_limite_superior,15.75,
outliers,columna,edu_years_free_primary_secondary_n_outliers,4.0,
outliers,columna,edu_years_free_primary_secondary_pct_outliers,2.09,
outliers,columna,edu_years_free_primary_secondary_q1,9.5,
outliers,columna,edu_years_free_primary_secondary_q3,12.0,
outliers,columna,elec_electricity_access_rural_iqr,14.9,
outliers,columna,elec_electricity_access_rural_limite_inferior,62.75,
outliers,columna,elec_electricity_access_rural_limite_superior,122.35,
outliers,columna,elec_electricity_access_rural_n_outliers,41.0,
outliers,columna,elec_electricity_access_rural_pct_outliers,19.62,
outliers,columna,elec_electricity_access_rural_q1,85.1,
outliers,columna,elec_electricity_access_rural_q3,100.0,
outliers,columna,elec_electricity_access_total_iqr,11.65,
outliers,columna,elec_electricity_access_total_limite_inferior,70.875,
outliers,columna,elec_electricity_access_total_limite_superior,117.475,
outliers,columna,elec_electricity_access_total_n_outliers,39.0,
outliers,columna,elec_electricity_access_total_pct_outliers,18.14,
outliers,columna,elec_electricity_access_total_q1,88.35,
outliers,columna,elec_electricity_access_total_q3,100.0,
outliers,columna,elec_electricity_access_urban_iqr,2.3,
outliers,columna,elec_electricity_access_urban_limite_inferior,94.25,
outliers,columna,elec_electricity_access_urban_limite_superior,103.45,
outliers,columna,elec_electricity_access_urban_n_outliers,41.0,
outliers,columna,elec_electricity_access_urban_pct_outliers,19.25,
outliers,columna,elec_electricity_access_urban_q1,97.7,
outliers,columna,elec_electricity_access_urban_q3,100.0,
outliers,columna,elec_electricity_consumption_iqr,3823.7004,
outliers,columna,elec_electricity_consumption_limite_inferior,-3138.5471,
outliers,columna,elec_electricity_consumption_limite_superior,12156.2546,
outliers,columna,elec_electricity_consumption_n_outliers,5.0,
outliers,columna,elec_electricity_consumption_pct_outliers,7.04,
outliers,columna,elec_electricity_consumption_q1,2597.0035,
outliers,columna,elec_electricity_consumption_q3,6420.7039,
outliers,columna,elec_gdp_per_unit_energy_use_iqr,7.9906,
outliers,columna,elec_gdp_per_unit_energy_use_limite_inferior,0.32,
outliers,columna,elec_gdp_per_unit_energy_use_limite_superior,32.2823,
outliers,columna,elec_gdp_per_unit_energy_use_n_outliers,3.0,
outliers,columna,elec_gdp_per_unit_energy_use_pct_outliers,4.29,
outliers,columna,elec_gdp_per_unit_energy_use_q1,12.3058,
outliers,columna,elec_gdp_per_unit_energy_use_q3,20.2964,
outliers,columna,elec_private_investment_energy_iqr,417500000.0,
outliers,columna,elec_private_investment_energy_limite_inferior,-596250000.0,
outliers,columna,elec_private_investment_energy_limite_superior,1073750000.0,
outliers,columna,elec_private_investment_energy_n_outliers,6.0,
outliers,columna,elec_private_investment_energy_pct_outliers,11.32,
outliers,columna,elec_private_investment_energy_q1,30000000.0,
outliers,columna,elec_private_investment_energy_q3,447500000.0,
paises_problematicos,AIA,porcentaje_nulos,76.67,
paises_problematicos,ASM,porcentaje_nulos,86.67,
paises_problematicos,CHI,porcentaje_nulos,73.33,
paises_problematicos,COK,porcentaje_nulos,76.67,
paises_problematicos,FRO,porcentaje_nulos,70.0,
paises_problematicos,GRL,porcentaje_nulos,70.0,
paises_problematicos,GUM,porcentaje_nulos,76.67,
paises_problematicos,IMN,porcentaje_nulos,76.67,
paises_problematicos,MAF,porcentaje_nulos,80.0,
paises_problematicos,MNP,porcentaje_nulos,76.67,
paises_problematicos,MSR,porcentaje_nulos,76.67,
paises_problematicos,MTQ,porcentaje_nulos,96.67,
paises_problematicos,NIU,porcentaje_nulos,76.67,
paises_problematicos,PRK,porcentaje_nulos,73.33,
paises_problematicos,PYF,porcentaje_nulos,70.0,
paises_problematicos,REU,porcentaje_nulos,96.67,
paises_problematicos,SHN,porcentaje_nulos,96.67,
paises_problematicos,TKL,porcentaje_nulos,80.0,
paises_problematicos,VIR,porcentaje_nulos,76.67,
paises_problematicos,XKX,porcentaje_nulos,80.0,
resumen_final,dataset,n_columnas_problematicas,3.0,
resumen_final,dataset,n_columnas_problematicas,3.0,
resumen_final,dataset,n_paises_finales,225.0,
resumen_final,dataset,n_paises_finales,225.0,
resumen_final,dataset,n_paises_problematicos,20.0,
resumen_final,dataset,n_paises_problematicos,20.0,
resumen_final,dataset,n_variables_analizadas,30.0,
resumen_final,dataset,n_variables_analizadas,30.0,
resumen_final,dataset,n_variables_numericas,30.0,
resumen_final,dataset,n_variables_numericas,30.0,
resumen_final,dataset,n_variables_totales,32.0,
resumen_final,dataset,n_variables_totales,32.0,
resumen_variables_numericas,dataset,n_variables_numericas,30.0,
