country_code,year,edu_educational_attainment_rate,edu_spending_per_student_primary,edu_spending_per_student_secondary,edu_public_expenditure_education,edu_school_enrollment_primary,edu_school_enrollment_secondary,edu_lower_secondary_schools_electricity,edu_economically_active_children_female,edu_economically_active_children_male,edu_out_of_school_children_female,edu_out_of_school_children_male,edu_years_free_primary_secondary,edu_primary_completion_rate,edu_primary_schools_internet,edu_primary_schools_electricity,edu_secondary_schools_internet,edu_literacy_rate,edu_upper_secondary_schools_electricity,edu_years_compulsory_education,des_gdp_per_capita,des_tasa_pobreza,des_densidad_poblacion,des_deflactor_inflacion_gdp,des_tasa_natalidad,des_crecimiento_poblacion_rural,des_poblacion_rural,des_tasa_mortalidad_infantil,des_hdi,elec_electricity_access_total,elec_electricity_access_rural,elec_electricity_access_urban,elec_electricity_consumption,elec_gdp_per_unit_energy_use,elec_private_investment_energy
AFG,1991,,,,,31.6050205230713,17.1836109161377,,,,,,,,,,,,,,,,18.7646673719393,,52.279,1.45511163192374,10112171.0,140.1,,,,,,,
AFG,1992,,,,,,,,,,,,,,,,,,,,,,20.3593425632062,,50.315,8.02132187938671,10956720.0,135.9,,,,,,,
AFG,1993,,,,,33.955249786377,17.4169101715088,,,,957969.0,635040.0,,31.666389465332,,,,,,,,,22.9108933965012,,50.834,11.6711094475921,12313104.0,132.0,,,,,,,
AFG,1994,,,,,44.7888412475586,23.4685802459717,,,,,,,,,,,,,,,,24.9157413795747,,52.41,8.24932238913302,13371924.0,128.3,,,,,,,
AFG,1995,,,,,47.6614418029785,23.0545196533203,,,,,,,,,,,,,,,,26.1653649786118,,52.683,4.74879974123624,14022249.0,124.8,,,,,,,
AFG,1996,,,,,,,,,,,,,,,,,,,,,,27.2346656854177,,52.491,3.85283756326487,14573046.0,121.7,,,,,,,
AFG,1997,,,,,,,,,,,,,,,,,,,,,,28.2907731935054,,52.117,3.64200855040752,15113581.0,118.8,,,,,,,
AFG,1998,,,,,32.9843292236328,,,,,,,,,,,,,,,,,29.3761341857934,,51.457,3.58999728591521,15666015.0,115.9,,,,,,,
AFG,1999,,,,,26.2905292510986,,,,,,,,,,,,,,,,,30.49198135627,,50.948,3.53895995426449,16230356.0,113.0,,,,,,,
AFG,2000,,,,,21.4578495025635,,,,,,,,,,,,,,6.0,174.930991430166,,30.8638471091486,,51.491,1.00626577500682,16394501.0,110.1,0.351,4.4,,73.4,,,
