dataset,tipo_analisis,grupo,variable,valor
desarrollo,nulos_porcentaje_por_anio,2014,tasa_natalidad,0.38
desarrollo,nulos_porcentaje_por_anio,2014,tasa_pobreza,62.78
desarrollo,nulos_porcentaje_por_anio,2014,year,0.0
desarrollo,nulos_porcentaje_por_anio,2015,country_code,0.0
desarrollo,nulos_porcentaje_por_anio,2015,crecimiento_poblacion_rural,4.89
desarrollo,nulos_porcentaje_por_anio,2015,deflactor_inflacion_gdp,3.01
desarrollo,nulos_porcentaje_por_anio,2015,densidad_poblacion,0.75
desarrollo,nulos_porcentaje_por_anio,2015,gdp_per_capita,2.26
desarrollo,nulos_porcentaje_por_anio,2015,hdi,68.05
desarrollo,nulos_porcentaje_por_anio,2015,poblacion_rural,0.38
desarrollo,nulos_porcentaje_por_anio,2015,tasa_mortalidad_infantil,8.27
desarrollo,nulos_porcentaje_por_anio,2015,tasa_natalidad,0.38
desarrollo,nulos_porcentaje_por_anio,2015,tasa_pobreza,62.78
desarrollo,nulos_porcentaje_por_anio,2015,year,0.0
desarrollo,nulos_porcentaje_por_anio,2016,country_code,0.0
desarrollo,nulos_porcentaje_por_anio,2016,crecimiento_poblacion_rural,4.89
desarrollo,nulos_porcentaje_por_anio,2016,deflactor_inflacion_gdp,3.38
desarrollo,nulos_porcentaje_por_anio,2016,densidad_poblacion,0.75
desarrollo,nulos_porcentaje_por_anio,2016,gdp_per_capita,2.63
desarrollo,nulos_porcentaje_por_anio,2016,hdi,100.0
desarrollo,nulos_porcentaje_por_anio,2016,poblacion_rural,0.38
desarrollo,nulos_porcentaje_por_anio,2016,tasa_mortalidad_infantil,8.27
desarrollo,nulos_porcentaje_por_anio,2016,tasa_natalidad,0.38
desarrollo,nulos_porcentaje_por_anio,2016,tasa_pobreza,63.91
desarrollo,nulos_porcentaje_por_anio,2016,year,0.0
desarrollo,nulos_porcentaje_por_anio,2017,country_code,0.0
desarrollo,nulos_porcentaje_por_anio,2017,crecimiento_poblacion_rural,4.89
desarrollo,nulos_porcentaje_por_anio,2017,deflactor_inflacion_gdp,3.38
desarrollo,nulos_porcentaje_por_anio,2017,densidad_poblacion,0.75
desarrollo,nulos_porcentaje_por_anio,2017,gdp_per_capita,2.63
desarrollo,nulos_porcentaje_por_anio,2017,hdi,100.0
desarrollo,nulos_porcentaje_por_anio,2017,poblacion_rural,0.38
desarrollo,nulos_porcentaje_por_anio,2017,tasa_mortalidad_infantil,8.27
desarrollo,nulos_porcentaje_por_anio,2017,tasa_natalidad,0.38
desarrollo,nulos_porcentaje_por_anio,2017,tasa_pobreza,65.79
desarrollo,nulos_porcentaje_por_anio,2017,year,0.0
desarrollo,nulos_porcentaje_por_anio,2018,country_code,0.0
desarrollo,nulos_porcentaje_por_anio,2018,crecimiento_poblacion_rural,4.89
desarrollo,nulos_porcentaje_por_anio,2018,deflactor_inflacion_gdp,3.01
desarrollo,nulos_porcentaje_por_anio,2018,densidad_poblacion,0.75
desarrollo,nulos_porcentaje_por_anio,2018,gdp_per_capita,2.63
desarrollo,nulos_porcentaje_por_anio,2018,hdi,100.0
desarrollo,nulos_porcentaje_por_anio,2018,poblacion_rural,0.38
desarrollo,nulos_porcentaje_por_anio,2018,tasa_mortalidad_infantil,8.27
desarrollo,nulos_porcentaje_por_anio,2018,tasa_natalidad,0.38
desarrollo,nulos_porcentaje_por_anio,2018,tasa_pobreza,60.53
desarrollo,nulos_porcentaje_por_anio,2018,year,0.0
desarrollo,nulos_porcentaje_por_anio,2019,country_code,0.0
desarrollo,nulos_porcentaje_por_anio,2019,crecimiento_poblacion_rural,4.89
desarrollo,nulos_porcentaje_por_anio,2019,deflactor_inflacion_gdp,3.38
desarrollo,nulos_porcentaje_por_anio,2019,densidad_poblacion,0.75
desarrollo,nulos_porcentaje_por_anio,2019,gdp_per_capita,2.63
desarrollo,nulos_porcentaje_por_anio,2019,hdi,100.0
desarrollo,nulos_porcentaje_por_anio,2019,poblacion_rural,0.38
desarrollo,nulos_porcentaje_por_anio,2019,tasa_mortalidad_infantil,8.27
desarrollo,nulos_porcentaje_por_anio,2019,tasa_natalidad,0.38
desarrollo,nulos_porcentaje_por_anio,2019,tasa_pobreza,66.92
desarrollo,nulos_porcentaje_por_anio,2019,year,0.0
desarrollo,nulos_porcentaje_por_anio,2020,country_code,0.0
desarrollo,nulos_porcentaje_por_anio,2020,crecimiento_poblacion_rural,4.89
desarrollo,nulos_porcentaje_por_anio,2020,deflactor_inflacion_gdp,3.38
desarrollo,nulos_porcentaje_por_anio,2020,densidad_poblacion,0.75
desarrollo,nulos_porcentaje_por_anio,2020,gdp_per_capita,3.01
desarrollo,nulos_porcentaje_por_anio,2020,hdi,68.05
desarrollo,nulos_porcentaje_por_anio,2020,poblacion_rural,0.38
desarrollo,nulos_porcentaje_por_anio,2020,tasa_mortalidad_infantil,8.27
desarrollo,nulos_porcentaje_por_anio,2020,tasa_natalidad,0.38
desarrollo,nulos_porcentaje_por_anio,2020,tasa_pobreza,68.8
desarrollo,nulos_porcentaje_por_anio,2020,year,0.0
desarrollo,nulos_porcentaje_por_anio,2021,country_code,0.0
desarrollo,nulos_porcentaje_por_anio,2021,crecimiento_poblacion_rural,4.89
desarrollo,nulos_porcentaje_por_anio,2021,deflactor_inflacion_gdp,3.38
desarrollo,nulos_porcentaje_por_anio,2021,densidad_poblacion,0.75
desarrollo,nulos_porcentaje_por_anio,2021,gdp_per_capita,3.01
desarrollo,nulos_porcentaje_por_anio,2021,hdi,68.05
desarrollo,nulos_porcentaje_por_anio,2021,poblacion_rural,0.38
desarrollo,nulos_porcentaje_por_anio,2021,tasa_mortalidad_infantil,8.27
desarrollo,nulos_porcentaje_por_anio,2021,tasa_natalidad,0.38
desarrollo,nulos_porcentaje_por_anio,2021,tasa_pobreza,65.04
desarrollo,nulos_porcentaje_por_anio,2021,year,0.0
desarrollo,nulos_porcentaje_por_anio,2022,country_code,0.0
desarrollo,nulos_porcentaje_por_anio,2022,crecimiento_poblacion_rural,5.26
desarrollo,nulos_porcentaje_por_anio,2022,deflactor_inflacion_gdp,3.38
desarrollo,nulos_porcentaje_por_anio,2022,densidad_poblacion,1.13
desarrollo,nulos_porcentaje_por_anio,2022,gdp_per_capita,3.38
desarrollo,nulos_porcentaje_por_anio,2022,hdi,68.05
desarrollo,nulos_porcentaje_por_anio,2022,poblacion_rural,0.38
desarrollo,nulos_porcentaje_por_anio,2022,tasa_mortalidad_infantil,8.27
desarrollo,nulos_porcentaje_por_anio,2022,tasa_natalidad,0.38
desarrollo,nulos_porcentaje_por_anio,2022,tasa_pobreza,68.8
desarrollo,nulos_porcentaje_por_anio,2022,year,0.0
desarrollo,nulos_porcentaje_por_anio,2023,country_code,0.0
desarrollo,nulos_porcentaje_por_anio,2023,crecimiento_poblacion_rural,4.89
desarrollo,nulos_porcentaje_por_anio,2023,deflactor_inflacion_gdp,5.64
desarrollo,nulos_porcentaje_por_anio,2023,densidad_poblacion,19.17
desarrollo,nulos_porcentaje_por_anio,2023,gdp_per_capita,5.64
desarrollo,nulos_porcentaje_por_anio,2023,hdi,68.05
desarrollo,nulos_porcentaje_por_anio,2023,poblacion_rural,0.38
desarrollo,nulos_porcentaje_por_anio,2023,tasa_mortalidad_infantil,8.27
desarrollo,nulos_porcentaje_por_anio,2023,tasa_natalidad,0.38
desarrollo,nulos_porcentaje_por_anio,2023,tasa_pobreza,74.81
desarrollo,nulos_porcentaje_por_anio,2023,year,0.0
desarrollo,nulos_porcentaje_por_anio,2024,country_code,0.0
desarrollo,nulos_porcentaje_por_anio,2024,crecimiento_poblacion_rural,4.89
desarrollo,nulos_porcentaje_por_anio,2024,deflactor_inflacion_gdp,9.4
desarrollo,nulos_porcentaje_por_anio,2024,densidad_poblacion,100.0
desarrollo,nulos_porcentaje_por_anio,2024,gdp_per_capita,9.77
desarrollo,nulos_porcentaje_por_anio,2024,hdi,100.0
desarrollo,nulos_porcentaje_por_anio,2024,poblacion_rural,0.38
desarrollo,nulos_porcentaje_por_anio,2024,tasa_mortalidad_infantil,100.0
desarrollo,nulos_porcentaje_por_anio,2024,tasa_natalidad,100.0
desarrollo,nulos_porcentaje_por_anio,2024,tasa_pobreza,90.23
desarrollo,nulos_porcentaje_por_anio,2024,year,0.0
desarrollo,resumen_global_nulos_por_anio,1960,porcentaje_nulos_total,54.27
desarrollo,resumen_global_nulos_por_anio,1961,porcentaje_nulos_total,33.01
desarrollo,resumen_global_nulos_por_anio,1962,porcentaje_nulos_total,32.5
desarrollo,resumen_global_nulos_por_anio,1963,porcentaje_nulos_total,32.4
desarrollo,resumen_global_nulos_por_anio,1964,porcentaje_nulos_total,32.33
desarrollo,resumen_global_nulos_por_anio,1965,porcentaje_nulos_total,32.02
desarrollo,resumen_global_nulos_por_anio,1966,porcentaje_nulos_total,31.75
desarrollo,resumen_global_nulos_por_anio,1967,porcentaje_nulos_total,31.37
desarrollo,resumen_global_nulos_por_anio,1968,porcentaje_nulos_total,31.13
desarrollo,resumen_global_nulos_por_anio,1969,porcentaje_nulos_total,30.93
desarrollo,resumen_global_nulos_por_anio,1970,porcentaje_nulos_total,30.14
desarrollo,resumen_global_nulos_por_anio,1971,porcentaje_nulos_total,28.95
desarrollo,resumen_global_nulos_por_anio,1972,porcentaje_nulos_total,28.88
desarrollo,resumen_global_nulos_por_anio,1973,porcentaje_nulos_total,28.78
desarrollo,resumen_global_nulos_por_anio,1974,porcentaje_nulos_total,28.81
desarrollo,resumen_global_nulos_por_anio,1975,porcentaje_nulos_total,28.4
desarrollo,resumen_global_nulos_por_anio,1976,porcentaje_nulos_total,28.33
desarrollo,resumen_global_nulos_por_anio,1977,porcentaje_nulos_total,28.06
desarrollo,resumen_global_nulos_por_anio,1978,porcentaje_nulos_total,27.89
desarrollo,resumen_global_nulos_por_anio,1979,porcentaje_nulos_total,27.61
desarrollo,resumen_global_nulos_por_anio,1980,porcentaje_nulos_total,27.17
desarrollo,resumen_global_nulos_por_anio,1981,porcentaje_nulos_total,26.28
desarrollo,resumen_global_nulos_por_anio,1982,porcentaje_nulos_total,26.28
desarrollo,resumen_global_nulos_por_anio,1983,porcentaje_nulos_total,26.11
desarrollo,resumen_global_nulos_por_anio,1984,porcentaje_nulos_total,25.73
desarrollo,resumen_global_nulos_por_anio,1985,porcentaje_nulos_total,25.15
desarrollo,resumen_global_nulos_por_anio,1986,porcentaje_nulos_total,25.09
desarrollo,resumen_global_nulos_por_anio,1987,porcentaje_nulos_total,24.47
desarrollo,resumen_global_nulos_por_anio,1988,porcentaje_nulos_total,24.57
desarrollo,resumen_global_nulos_por_anio,1989,porcentaje_nulos_total,24.27
desarrollo,resumen_global_nulos_por_anio,1990,porcentaje_nulos_total,19.62
desarrollo,resumen_global_nulos_por_anio,1991,porcentaje_nulos_total,20.95
desarrollo,resumen_global_nulos_por_anio,1992,porcentaje_nulos_total,19.62
desarrollo,resumen_global_nulos_por_anio,1993,porcentaje_nulos_total,19.55
desarrollo,resumen_global_nulos_por_anio,1994,porcentaje_nulos_total,19.69
desarrollo,resumen_global_nulos_por_anio,1995,porcentaje_nulos_total,19.0
desarrollo,resumen_global_nulos_por_anio,1996,porcentaje_nulos_total,19.14
desarrollo,resumen_global_nulos_por_anio,1997,porcentaje_nulos_total,19.38
desarrollo,resumen_global_nulos_por_anio,1998,porcentaje_nulos_total,18.66
desarrollo,resumen_global_nulos_por_anio,1999,porcentaje_nulos_total,18.97
desarrollo,resumen_global_nulos_por_anio,2000,porcentaje_nulos_total,15.76
desarrollo,resumen_global_nulos_por_anio,2001,porcentaje_nulos_total,18.69
desarrollo,resumen_global_nulos_por_anio,2002,porcentaje_nulos_total,17.74
desarrollo,resumen_global_nulos_por_anio,2003,porcentaje_nulos_total,17.57
desarrollo,resumen_global_nulos_por_anio,2004,porcentaje_nulos_total,17.36
desarrollo,resumen_global_nulos_por_anio,2005,porcentaje_nulos_total,17.22
desarrollo,resumen_global_nulos_por_anio,2006,porcentaje_nulos_total,17.09
desarrollo,resumen_global_nulos_por_anio,2007,porcentaje_nulos_total,17.4
desarrollo,resumen_global_nulos_por_anio,2008,porcentaje_nulos_total,17.09
desarrollo,resumen_global_nulos_por_anio,2009,porcentaje_nulos_total,16.78
desarrollo,resumen_global_nulos_por_anio,2010,porcentaje_nulos_total,13.77
desarrollo,resumen_global_nulos_por_anio,2011,porcentaje_nulos_total,16.68
desarrollo,resumen_global_nulos_por_anio,2012,porcentaje_nulos_total,16.54
desarrollo,resumen_global_nulos_por_anio,2013,porcentaje_nulos_total,16.88
desarrollo,resumen_global_nulos_por_anio,2014,porcentaje_nulos_total,16.58
desarrollo,resumen_global_nulos_por_anio,2015,porcentaje_nulos_total,13.7
desarrollo,resumen_global_nulos_por_anio,2016,porcentaje_nulos_total,16.78
desarrollo,resumen_global_nulos_por_anio,2017,porcentaje_nulos_total,16.95
desarrollo,resumen_global_nulos_por_anio,2018,porcentaje_nulos_total,16.44
desarrollo,resumen_global_nulos_por_anio,2019,porcentaje_nulos_total,17.05
desarrollo,resumen_global_nulos_por_anio,2020,porcentaje_nulos_total,14.35
desarrollo,resumen_global_nulos_por_anio,2021,porcentaje_nulos_total,14.01
desarrollo,resumen_global_nulos_por_anio,2022,porcentaje_nulos_total,14.46
desarrollo,resumen_global_nulos_por_anio,2023,porcentaje_nulos_total,17.02
desarrollo,resumen_global_nulos_por_anio,2024,porcentaje_nulos_total,46.79
desarrollo,tipo_dato,columna,country_code,object
desarrollo,tipo_dato,columna,crecimiento_poblacion_rural,float64
desarrollo,tipo_dato,columna,deflactor_inflacion_gdp,float64
desarrollo,tipo_dato,columna,densidad_poblacion,float64
desarrollo,tipo_dato,columna,gdp_per_capita,float64
desarrollo,tipo_dato,columna,hdi,float64
desarrollo,tipo_dato,columna,poblacion_rural,float64
desarrollo,tipo_dato,columna,tasa_mortalidad_infantil,float64
desarrollo,tipo_dato,columna,tasa_natalidad,float64
desarrollo,tipo_dato,columna,tasa_pobreza,float64
desarrollo,tipo_dato,columna,year,int64
desarrollo,valores_unicos,columna,country_code,266
desarrollo,valores_unicos,columna,crecimiento_poblacion_rural,16168
desarrollo,valores_unicos,columna,deflactor_inflacion_gdp,12476
desarrollo,valores_unicos,columna,densidad_poblacion,15160
desarrollo,valores_unicos,columna,gdp_per_capita,14445
desarrollo,valores_unicos,columna,hdi,380
desarrollo,valores_unicos,columna,poblacion_rural,16359
desarrollo,valores_unicos,columna,tasa_mortalidad_infantil,2970
desarrollo,valores_unicos,columna,tasa_natalidad,12551
desarrollo,valores_unicos,columna,tasa_pobreza,629
desarrollo,valores_unicos,columna,year,65
educacion,columnas_mas_de_80_pct_nulos,columna,economically_active_children_female,98.61
educacion,columnas_mas_de_80_pct_nulos,columna,economically_active_children_male,98.61
educacion,columnas_mas_de_80_pct_nulos,columna,educational_attainment_rate,89.52
educacion,columnas_mas_de_80_pct_nulos,columna,literacy_rate,86.03
educacion,columnas_mas_de_80_pct_nulos,columna,lower_secondary_schools_electricity,81.7
educacion,columnas_mas_de_80_pct_nulos,columna,out_of_school_children_female,82.5
educacion,columnas_mas_de_80_pct_nulos,columna,out_of_school_children_male,82.5
educacion,columnas_mas_de_80_pct_nulos,columna,primary_schools_electricity,80.7
educacion,columnas_mas_de_80_pct_nulos,columna,primary_schools_internet,87.45
educacion,columnas_mas_de_80_pct_nulos,columna,secondary_schools_internet,94.3
educacion,columnas_mas_de_80_pct_nulos,columna,spending_per_student_primary,90.57
educacion,columnas_mas_de_80_pct_nulos,columna,spending_per_student_secondary,91.7
educacion,columnas_mas_de_80_pct_nulos,columna,upper_secondary_schools_electricity,81.17
educacion,duplicados,dataset,duplicados_country_code_year,0
educacion,duplicados,dataset,duplicados_totales,0
educacion,estadistica,columna,economically_active_children_female_max,76.1
educacion,estadistica,columna,economically_active_children_female_mean,19.1635
educacion,estadistica,columna,economically_active_children_female_median,12.888
educacion,estadistica,columna,economically_active_children_female_min,0.4
educacion,estadistica,columna,economically_active_children_female_std,17.0338
educacion,estadistica,columna,economically_active_children_male_max,72.8
educacion,estadistica,columna,economically_active_children_male_mean,22.6651
educacion,estadistica,columna,economically_active_children_male_median,17.2156
educacion,estadistica,columna,economically_active_children_male_min,1.5
educacion,estadistica,columna,economically_active_children_male_std,16.8608
educacion,estadistica,columna,educational_attainment_rate_max,100.0
educacion,estadistica,columna,educational_attainment_rate_mean,83.2819
educacion,estadistica,columna,educational_attainment_rate_median,92.856
educacion,estadistica,columna,educational_attainment_rate_min,8.54
educacion,estadistica,columna,educational_attainment_rate_std,21.1577
educacion,estadistica,columna,literacy_rate_max,100.0
educacion,estadistica,columna,literacy_rate_mean,75.7933
educacion,estadistica,columna,literacy_rate_median,79.2188
educacion,estadistica,columna,literacy_rate_min,8.83
educacion,estadistica,columna,literacy_rate_std,18.6183
educacion,estadistica,columna,lower_secondary_schools_electricity_max,100.0
educacion,estadistica,columna,lower_secondary_schools_electricity_mean,84.0607
educacion,estadistica,columna,lower_secondary_schools_electricity_median,95.4929
educacion,estadistica,columna,lower_secondary_schools_electricity_min,4.7052
educacion,estadistica,columna,lower_secondary_schools_electricity_std,21.1491
educacion,estadistica,columna,out_of_school_children_female_max,41100000.0
educacion,estadistica,columna,out_of_school_children_female_mean,529695.8068
educacion,estadistica,columna,out_of_school_children_female_median,25733.5
educacion,estadistica,columna,out_of_school_children_female_min,10.0
educacion,estadistica,columna,out_of_school_children_female_std,2579705.2892
educacion,estadistica,columna,out_of_school_children_male_max,38300000.0
educacion,estadistica,columna,out_of_school_children_male_mean,486895.4629
educacion,estadistica,columna,out_of_school_children_male_median,25677.0
educacion,estadistica,columna,out_of_school_children_male_min,1.0
educacion,estadistica,columna,out_of_school_children_male_std,2501355.7784
educacion,estadistica,columna,primary_completion_rate_max,156.1672
educacion,estadistica,columna,primary_completion_rate_mean,79.4525
educacion,estadistica,columna,primary_completion_rate_median,88.8993
educacion,estadistica,columna,primary_completion_rate_min,5.0585
educacion,estadistica,columna,primary_completion_rate_std,24.2934
educacion,estadistica,columna,primary_schools_electricity_max,100.0
educacion,estadistica,columna,primary_schools_electricity_mean,79.0239
educacion,estadistica,columna,primary_schools_electricity_median,91.6782
educacion,estadistica,columna,primary_schools_electricity_min,1.246
educacion,estadistica,columna,primary_schools_electricity_std,26.4275
educacion,estadistica,columna,primary_schools_internet_max,100.0
educacion,estadistica,columna,primary_schools_internet_mean,66.5594
educacion,estadistica,columna,primary_schools_internet_median,75.4753
educacion,estadistica,columna,primary_schools_internet_min,0.0
educacion,estadistica,columna,primary_schools_internet_std,31.536
educacion,estadistica,columna,public_expenditure_education_max,66.9003
educacion,estadistica,columna,public_expenditure_education_mean,4.243
educacion,estadistica,columna,public_expenditure_education_median,4.074
educacion,estadistica,columna,public_expenditure_education_min,0.0
educacion,estadistica,columna,public_expenditure_education_std,2.0131
educacion,estadistica,columna,school_enrollment_primary_max,214.6426
educacion,estadistica,columna,school_enrollment_primary_mean,95.8022
educacion,estadistica,columna,school_enrollment_primary_median,100.1759
educacion,estadistica,columna,school_enrollment_primary_min,6.8872
educacion,estadistica,columna,school_enrollment_primary_std,21.3029
educacion,estadistica,columna,school_enrollment_secondary_max,164.0798
educacion,estadistica,columna,school_enrollment_secondary_mean,63.5056
educacion,estadistica,columna,school_enrollment_secondary_median,65.2103
educacion,estadistica,columna,school_enrollment_secondary_min,0.0
educacion,estadistica,columna,school_enrollment_secondary_std,33.9109
educacion,estadistica,columna,secondary_schools_internet_max,100.0
educacion,estadistica,columna,secondary_schools_internet_mean,84.6324
educacion,estadistica,columna,secondary_schools_internet_median,99.857
educacion,estadistica,columna,secondary_schools_internet_min,0.0
educacion,estadistica,columna,secondary_schools_internet_std,26.8859
educacion,estadistica,columna,spending_per_student_primary_max,65.101
educacion,estadistica,columna,spending_per_student_primary_mean,15.6314
educacion,estadistica,columna,spending_per_student_primary_median,14.8971
educacion,estadistica,columna,spending_per_student_primary_min,0.2351
educacion,estadistica,columna,spending_per_student_primary_std,6.7735
educacion,estadistica,columna,spending_per_student_secondary_max,125.033
educacion,estadistica,columna,spending_per_student_secondary_mean,20.8205
educacion,estadistica,columna,spending_per_student_secondary_median,20.5129
educacion,estadistica,columna,spending_per_student_secondary_min,0.0
educacion,estadistica,columna,spending_per_student_secondary_std,9.736
educacion,estadistica,columna,upper_secondary_schools_electricity_max,100.0
educacion,estadistica,columna,upper_secondary_schools_electricity_mean,87.5191
educacion,estadistica,columna,upper_secondary_schools_electricity_median,96.7278
educacion,estadistica,columna,upper_secondary_schools_electricity_min,1.1189
educacion,estadistica,columna,upper_secondary_schools_electricity_std,17.9104
educacion,estadistica,columna,year_max,2025.0
educacion,estadistica,columna,year_mean,1995.5866
educacion,estadistica,columna,year_median,1998.0
educacion,estadistica,columna,year_min,1960.0
educacion,estadistica,columna,year_std,19.5048
educacion,estadistica,columna,years_compulsory_education_max,13.0
educacion,estadistica,columna,years_compulsory_education_mean,8.465
educacion,estadistica,columna,years_compulsory_education_median,9.0
educacion,estadistica,columna,years_compulsory_education_min,0.0
educacion,estadistica,columna,years_compulsory_education_std,3.2328
educacion,estadistica,columna,years_free_primary_secondary_max,13.0
educacion,estadistica,columna,years_free_primary_secondary_mean,10.4532
educacion,estadistica,columna,years_free_primary_secondary_median,11.0
educacion,estadistica,columna,years_free_primary_secondary_min,5.0
educacion,estadistica,columna,years_free_primary_secondary_std,2.1969
educacion,info_general,dataset,n_columnas,21
educacion,info_general,dataset,n_filas,20240
educacion,nulos_absolutos_columna,columna,country_code,0
educacion,nulos_absolutos_columna,columna,economically_active_children_female,19959
educacion,nulos_absolutos_columna,columna,economically_active_children_male,19959
educacion,nulos_absolutos_columna,columna,educational_attainment_rate,18119
educacion,nulos_absolutos_columna,columna,literacy_rate,17412
educacion,nulos_absolutos_columna,columna,lower_secondary_schools_electricity,16537
educacion,nulos_absolutos_columna,columna,out_of_school_children_female,16698
educacion,nulos_absolutos_columna,columna,out_of_school_children_male,16699
educacion,nulos_absolutos_columna,columna,primary_completion_rate,13669
educacion,nulos_absolutos_columna,columna,primary_schools_electricity,16333
educacion,nulos_absolutos_columna,columna,primary_schools_internet,17699
educacion,nulos_absolutos_columna,columna,public_expenditure_education,13862
educacion,nulos_absolutos_columna,columna,school_enrollment_primary,11228
educacion,nulos_absolutos_columna,columna,school_enrollment_secondary,12357
educacion,nulos_absolutos_columna,columna,secondary_schools_internet,19087
educacion,nulos_absolutos_columna,columna,spending_per_student_primary,18331
educacion,nulos_absolutos_columna,columna,spending_per_student_secondary,18560
educacion,nulos_absolutos_columna,columna,upper_secondary_schools_electricity,16429
educacion,nulos_absolutos_columna,columna,year,0
educacion,nulos_absolutos_columna,columna,years_compulsory_education,15120
educacion,nulos_absolutos_columna,columna,years_free_primary_secondary,15920
educacion,nulos_absolutos_por_pais,ABW,country_code,0
educacion,nulos_absolutos_por_pais,ABW,economically_active_children_female,65
educacion,nulos_absolutos_por_pais,ABW,economically_active_children_male,65
educacion,nulos_absolutos_por_pais,ABW,educational_attainment_rate,62
educacion,nulos_absolutos_por_pais,ABW,literacy_rate,63
educacion,nulos_absolutos_por_pais,ABW,lower_secondary_schools_electricity,63
educacion,nulos_absolutos_por_pais,ABW,out_of_school_children_female,65
educacion,nulos_absolutos_por_pais,ABW,out_of_school_children_male,65
educacion,nulos_absolutos_por_pais,ABW,primary_completion_rate,48
educacion,nulos_absolutos_por_pais,ABW,primary_schools_electricity,63
educacion,nulos_absolutos_por_pais,ABW,primary_schools_internet,64
educacion,nulos_absolutos_por_pais,ABW,public_expenditure_education,44
educacion,nulos_absolutos_por_pais,ABW,school_enrollment_primary,43
educacion,nulos_absolutos_por_pais,ABW,school_enrollment_secondary,47
educacion,nulos_absolutos_por_pais,ABW,secondary_schools_internet,64
educacion,nulos_absolutos_por_pais,ABW,spending_per_student_primary,56
educacion,nulos_absolutos_por_pais,ABW,spending_per_student_secondary,58
educacion,nulos_absolutos_por_pais,ABW,upper_secondary_schools_electricity,63
educacion,nulos_absolutos_por_pais,ABW,year,0
educacion,nulos_absolutos_por_pais,ABW,years_compulsory_education,41
educacion,nulos_absolutos_por_pais,ABW,years_free_primary_secondary,41
educacion,nulos_absolutos_por_pais,AFE,country_code,0
educacion,nulos_absolutos_por_pais,AFE,economically_active_children_female,65
educacion,nulos_absolutos_por_pais,AFE,economically_active_children_male,65
educacion,nulos_absolutos_por_pais,AFE,educational_attainment_rate,65
educacion,nulos_absolutos_por_pais,AFE,literacy_rate,27
educacion,nulos_absolutos_por_pais,AFE,lower_secondary_schools_electricity,65
educacion,nulos_absolutos_por_pais,AFE,out_of_school_children_female,65
educacion,nulos_absolutos_por_pais,AFE,out_of_school_children_male,65
educacion,nulos_absolutos_por_pais,AFE,primary_completion_rate,12
educacion,nulos_absolutos_por_pais,AFE,primary_schools_electricity,65
educacion,nulos_absolutos_por_pais,AFE,primary_schools_internet,65
educacion,nulos_absolutos_por_pais,AFE,public_expenditure_education,43
educacion,nulos_absolutos_por_pais,AFE,school_enrollment_primary,10
educacion,nulos_absolutos_por_pais,AFE,school_enrollment_secondary,10
educacion,nulos_absolutos_por_pais,AFE,secondary_schools_internet,65
educacion,nulos_absolutos_por_pais,AFE,spending_per_student_primary,65
educacion,nulos_absolutos_por_pais,AFE,spending_per_student_secondary,65
educacion,nulos_absolutos_por_pais,AFE,upper_secondary_schools_electricity,65
educacion,nulos_absolutos_por_pais,AFE,year,0
educacion,nulos_absolutos_por_pais,AFE,years_compulsory_education,65
educacion,nulos_absolutos_por_pais,AFE,years_free_primary_secondary,65
educacion,nulos_absolutos_por_pais,AFG,country_code,0
educacion,nulos_absolutos_por_pais,AFG,economically_active_children_female,64
educacion,nulos_absolutos_por_pais,AFG,economically_active_children_male,64
educacion,nulos_absolutos_por_pais,AFG,educational_attainment_rate,59
educacion,nulos_absolutos_por_pais,AFG,literacy_rate,60
educacion,nulos_absolutos_por_pais,AFG,lower_secondary_schools_electricity,61
educacion,nulos_absolutos_por_pais,AFG,out_of_school_children_female,63
educacion,nulos_absolutos_por_pais,AFG,out_of_school_children_male,63
educacion,nulos_absolutos_por_pais,AFG,primary_completion_rate,53
educacion,nulos_absolutos_por_pais,AFG,primary_schools_electricity,63
educacion,nulos_absolutos_por_pais,AFG,primary_schools_internet,65
educacion,nulos_absolutos_por_pais,AFG,public_expenditure_education,57
educacion,nulos_absolutos_por_pais,AFG,school_enrollment_primary,21
educacion,nulos_absolutos_por_pais,AFG,school_enrollment_secondary,26
educacion,nulos_absolutos_por_pais,AFG,secondary_schools_internet,65
educacion,nulos_absolutos_por_pais,AFG,spending_per_student_primary,57
educacion,nulos_absolutos_por_pais,AFG,spending_per_student_secondary,57
educacion,nulos_absolutos_por_pais,AFG,upper_secondary_schools_electricity,61
educacion,nulos_absolutos_por_pais,AFG,year,0
educacion,nulos_absolutos_por_pais,AFG,years_compulsory_education,40
educacion,nulos_absolutos_por_pais,AFG,years_free_primary_secondary,48
educacion,nulos_absolutos_por_pais,AFW,country_code,0
educacion,nulos_absolutos_por_pais,AFW,economically_active_children_female,65
educacion,nulos_absolutos_por_pais,AFW,economically_active_children_male,65
educacion,nulos_absolutos_por_pais,AFW,educational_attainment_rate,65
educacion,nulos_absolutos_por_pais,AFW,literacy_rate,25
educacion,nulos_absolutos_por_pais,AFW,lower_secondary_schools_electricity,65
educacion,nulos_absolutos_por_pais,AFW,out_of_school_children_female,65
educacion,nulos_absolutos_por_pais,AFW,out_of_school_children_male,65
educacion,nulos_absolutos_por_pais,AFW,primary_completion_rate,10
educacion,nulos_absolutos_por_pais,AFW,primary_schools_electricity,65
educacion,nulos_absolutos_por_pais,AFW,primary_schools_internet,65
educacion,nulos_absolutos_por_pais,AFW,public_expenditure_education,41
