dataset,tipo_analisis,grupo,variable,valor
educacion,nulos_absolutos_por_pais,KNA,out_of_school_children_female,63
educacion,nulos_absolutos_por_pais,KNA,out_of_school_children_male,63
educacion,nulos_absolutos_por_pais,KNA,primary_completion_rate,42
educacion,nulos_absolutos_por_pais,KNA,primary_schools_electricity,53
educacion,nulos_absolutos_por_pais,KNA,primary_schools_internet,53
educacion,nulos_absolutos_por_pais,KNA,public_expenditure_education,35
educacion,nulos_absolutos_por_pais,KNA,school_enrollment_primary,22
educacion,nulos_absolutos_por_pais,KNA,school_enrollment_secondary,34
educacion,nulos_absolutos_por_pais,KNA,secondary_schools_internet,53
educacion,nulos_absolutos_por_pais,KNA,spending_per_student_primary,63
educacion,nulos_absolutos_por_pais,KNA,spending_per_student_secondary,63
educacion,nulos_absolutos_por_pais,KNA,upper_secondary_schools_electricity,53
educacion,nulos_absolutos_por_pais,KNA,year,0
educacion,nulos_absolutos_por_pais,KNA,years_compulsory_education,40
educacion,nulos_absolutos_por_pais,KNA,years_free_primary_secondary,40
educacion,nulos_absolutos_por_pais,KOR,country_code,0
educacion,nulos_absolutos_por_pais,KOR,economically_active_children_female,65
educacion,nulos_absolutos_por_pais,KOR,economically_active_children_male,65
educacion,nulos_absolutos_por_pais,KOR,educational_attainment_rate,43
educacion,nulos_absolutos_por_pais,KOR,literacy_rate,64
educacion,nulos_absolutos_por_pais,KOR,lower_secondary_schools_electricity,42
educacion,nulos_absolutos_por_pais,KOR,out_of_school_children_female,44
educacion,nulos_absolutos_por_pais,KOR,out_of_school_children_male,44
educacion,nulos_absolutos_por_pais,KOR,primary_completion_rate,41
educacion,nulos_absolutos_por_pais,KOR,primary_schools_electricity,42
educacion,nulos_absolutos_por_pais,KOR,primary_schools_internet,42
educacion,nulos_absolutos_por_pais,KOR,public_expenditure_education,31
educacion,nulos_absolutos_por_pais,KOR,school_enrollment_primary,41
educacion,nulos_absolutos_por_pais,KOR,school_enrollment_secondary,41
educacion,nulos_absolutos_por_pais,KOR,secondary_schools_internet,42
educacion,nulos_absolutos_por_pais,KOR,spending_per_student_primary,62
educacion,nulos_absolutos_por_pais,KOR,spending_per_student_secondary,62
educacion,nulos_absolutos_por_pais,KOR,upper_secondary_schools_electricity,42
educacion,nulos_absolutos_por_pais,KOR,year,0
educacion,nulos_absolutos_por_pais,KOR,years_compulsory_education,40
educacion,nulos_absolutos_por_pais,KOR,years_free_primary_secondary,40
educacion,nulos_absolutos_por_pais,KWT,country_code,0
educacion,nulos_absolutos_por_pais,KWT,economically_active_children_female,65
educacion,nulos_absolutos_por_pais,KWT,economically_active_children_male,65
educacion,nulos_absolutos_por_pais,KWT,educational_attainment_rate,56
educacion,nulos_absolutos_por_pais,KWT,literacy_rate,50
educacion,nulos_absolutos_por_pais,KWT,lower_secondary_schools_electricity,59
educacion,nulos_absolutos_por_pais,KWT,out_of_school_children_female,35
educacion,nulos_absolutos_por_pais,KWT,out_of_school_children_male,35
educacion,nulos_absolutos_por_pais,KWT,primary_completion_rate,25
educacion,nulos_absolutos_por_pais,KWT,primary_schools_electricity,59
educacion,nulos_absolutos_por_pais,KWT,primary_schools_internet,62
educacion,nulos_absolutos_por_pais,KWT,public_expenditure_education,32
educacion,nulos_absolutos_por_pais,KWT,school_enrollment_primary,14
educacion,nulos_absolutos_por_pais,KWT,school_enrollment_secondary,22
educacion,nulos_absolutos_por_pais,KWT,secondary_schools_internet,62
educacion,nulos_absolutos_por_pais,KWT,spending_per_student_primary,55
educacion,nulos_absolutos_por_pais,KWT,spending_per_student_secondary,57
educacion,nulos_absolutos_por_pais,KWT,upper_secondary_schools_electricity,59
educacion,nulos_absolutos_por_pais,KWT,year,0
educacion,nulos_absolutos_por_pais,KWT,years_compulsory_education,41
educacion,nulos_absolutos_por_pais,KWT,years_free_primary_secondary,41
educacion,nulos_absolutos_por_pais,LAC,country_code,0
educacion,nulos_absolutos_por_pais,LAC,economically_active_children_female,65
educacion,nulos_absolutos_por_pais,LAC,economically_active_children_male,65
educacion,nulos_absolutos_por_pais,LAC,educational_attainment_rate,65
educacion,nulos_absolutos_por_pais,LAC,literacy_rate,14
educacion,nulos_absolutos_por_pais,LAC,lower_secondary_schools_electricity,65
educacion,nulos_absolutos_por_pais,LAC,out_of_school_children_female,65
educacion,nulos_absolutos_por_pais,LAC,out_of_school_children_male,65
educacion,nulos_absolutos_por_pais,LAC,primary_completion_rate,39
educacion,nulos_absolutos_por_pais,LAC,primary_schools_electricity,65
educacion,nulos_absolutos_por_pais,LAC,primary_schools_internet,65
educacion,nulos_absolutos_por_pais,LAC,public_expenditure_education,39
educacion,nulos_absolutos_por_pais,LAC,school_enrollment_primary,39
educacion,nulos_absolutos_por_pais,LAC,school_enrollment_secondary,39
educacion,nulos_absolutos_por_pais,LAC,secondary_schools_internet,65
educacion,nulos_absolutos_por_pais,LAC,spending_per_student_primary,49
educacion,nulos_absolutos_por_pais,LAC,spending_per_student_secondary,51
educacion,nulos_absolutos_por_pais,LAC,upper_secondary_schools_electricity,65
educacion,nulos_absolutos_por_pais,LAC,year,0
educacion,nulos_absolutos_por_pais,LAC,years_compulsory_education,65
educacion,nulos_absolutos_por_pais,LAC,years_free_primary_secondary,65
educacion,nulos_absolutos_por_pais,LAO,country_code,0
educacion,nulos_absolutos_por_pais,LAO,economically_active_children_female,64
educacion,nulos_absolutos_por_pais,LAO,economically_active_children_male,64
educacion,nulos_absolutos_por_pais,LAO,educational_attainment_rate,64
educacion,nulos_absolutos_por_pais,LAO,literacy_rate,59
educacion,nulos_absolutos_por_pais,LAO,lower_secondary_schools_electricity,60
educacion,nulos_absolutos_por_pais,LAO,out_of_school_children_female,34
educacion,nulos_absolutos_por_pais,LAO,out_of_school_children_male,34
educacion,nulos_absolutos_por_pais,LAO,primary_completion_rate,32
educacion,nulos_absolutos_por_pais,LAO,primary_schools_electricity,57
educacion,nulos_absolutos_por_pais,LAO,primary_schools_internet,64
educacion,nulos_absolutos_por_pais,LAO,public_expenditure_education,40
educacion,nulos_absolutos_por_pais,LAO,school_enrollment_primary,16
educacion,nulos_absolutos_por_pais,LAO,school_enrollment_secondary,20
educacion,nulos_absolutos_por_pais,LAO,secondary_schools_internet,66
educacion,nulos_absolutos_por_pais,LAO,spending_per_student_primary,57
educacion,nulos_absolutos_por_pais,LAO,spending_per_student_secondary,58
educacion,nulos_absolutos_por_pais,LAO,upper_secondary_schools_electricity,60
educacion,nulos_absolutos_por_pais,LAO,year,0
educacion,nulos_absolutos_por_pais,LAO,years_compulsory_education,41
educacion,nulos_absolutos_por_pais,LAO,years_free_primary_secondary,41
educacion,nulos_absolutos_por_pais,LBN,country_code,0
educacion,nulos_absolutos_por_pais,LBN,economically_active_children_female,65
educacion,nulos_absolutos_por_pais,LBN,economically_active_children_male,65
educacion,nulos_absolutos_por_pais,LBN,educational_attainment_rate,62
educacion,nulos_absolutos_por_pais,LBN,literacy_rate,61
educacion,nulos_absolutos_por_pais,LBN,lower_secondary_schools_electricity,56
educacion,nulos_absolutos_por_pais,LBN,out_of_school_children_female,36
educacion,nulos_absolutos_por_pais,LBN,out_of_school_children_male,36
educacion,nulos_absolutos_por_pais,LBN,primary_completion_rate,38
educacion,nulos_absolutos_por_pais,LBN,primary_schools_electricity,56
educacion,nulos_absolutos_por_pais,LBN,primary_schools_internet,58
educacion,nulos_absolutos_por_pais,LBN,public_expenditure_education,41
educacion,nulos_absolutos_por_pais,LBN,school_enrollment_primary,22
educacion,nulos_absolutos_por_pais,LBN,school_enrollment_secondary,26
educacion,nulos_absolutos_por_pais,LBN,secondary_schools_internet,57
educacion,nulos_absolutos_por_pais,LBN,spending_per_student_primary,65
educacion,nulos_absolutos_por_pais,LBN,spending_per_student_secondary,63
educacion,nulos_absolutos_por_pais,LBN,upper_secondary_schools_electricity,56
educacion,nulos_absolutos_por_pais,LBN,year,0
educacion,nulos_absolutos_por_pais,LBN,years_compulsory_education,41
educacion,nulos_absolutos_por_pais,LBN,years_free_primary_secondary,52
educacion,nulos_absolutos_por_pais,LBR,country_code,0
educacion,nulos_absolutos_por_pais,LBR,economically_active_children_female,63
educacion,nulos_absolutos_por_pais,LBR,economically_active_children_male,63
educacion,nulos_absolutos_por_pais,LBR,educational_attainment_rate,61
educacion,nulos_absolutos_por_pais,LBR,literacy_rate,63
educacion,nulos_absolutos_por_pais,LBR,lower_secondary_schools_electricity,60
educacion,nulos_absolutos_por_pais,LBR,out_of_school_children_female,55
educacion,nulos_absolutos_por_pais,LBR,out_of_school_children_male,55
educacion,nulos_absolutos_por_pais,LBR,primary_completion_rate,55
educacion,nulos_absolutos_por_pais,LBR,primary_schools_electricity,60
educacion,nulos_absolutos_por_pais,LBR,primary_schools_internet,65
educacion,nulos_absolutos_por_pais,LBR,public_expenditure_education,50
educacion,nulos_absolutos_por_pais,LBR,school_enrollment_primary,41
educacion,nulos_absolutos_por_pais,LBR,school_enrollment_secondary,51
educacion,nulos_absolutos_por_pais,LBR,secondary_schools_internet,65
educacion,nulos_absolutos_por_pais,LBR,spending_per_student_primary,63
educacion,nulos_absolutos_por_pais,LBR,spending_per_student_secondary,64
educacion,nulos_absolutos_por_pais,LBR,upper_secondary_schools_electricity,60
educacion,nulos_absolutos_por_pais,LBR,year,0
educacion,nulos_absolutos_por_pais,LBR,years_compulsory_education,41
educacion,nulos_absolutos_por_pais,LBR,years_free_primary_secondary,44
educacion,nulos_absolutos_por_pais,LBY,country_code,0
educacion,nulos_absolutos_por_pais,LBY,economically_active_children_female,65
educacion,nulos_absolutos_por_pais,LBY,economically_active_children_male,65
educacion,nulos_absolutos_por_pais,LBY,educational_attainment_rate,65
educacion,nulos_absolutos_por_pais,LBY,literacy_rate,64
educacion,nulos_absolutos_por_pais,LBY,lower_secondary_schools_electricity,65
educacion,nulos_absolutos_por_pais,LBY,out_of_school_children_female,55
educacion,nulos_absolutos_por_pais,LBY,out_of_school_children_male,55
educacion,nulos_absolutos_por_pais,LBY,primary_completion_rate,53
educacion,nulos_absolutos_por_pais,LBY,primary_schools_electricity,65
educacion,nulos_absolutos_por_pais,LBY,primary_schools_internet,65
educacion,nulos_absolutos_por_pais,LBY,public_expenditure_education,62
educacion,nulos_absolutos_por_pais,LBY,school_enrollment_primary,45
educacion,nulos_absolutos_por_pais,LBY,school_enrollment_secondary,48
educacion,nulos_absolutos_por_pais,LBY,secondary_schools_internet,65
educacion,nulos_absolutos_por_pais,LBY,spending_per_student_primary,65
educacion,nulos_absolutos_por_pais,LBY,spending_per_student_secondary,65
educacion,nulos_absolutos_por_pais,LBY,upper_secondary_schools_electricity,65
educacion,nulos_absolutos_por_pais,LBY,year,0
educacion,nulos_absolutos_por_pais,LBY,years_compulsory_education,41
educacion,nulos_absolutos_por_pais,LBY,years_free_primary_secondary,41
educacion,nulos_absolutos_por_pais,LCA,country_code,0
educacion,nulos_absolutos_por_pais,LCA,economically_active_children_female,65
educacion,nulos_absolutos_por_pais,LCA,economically_active_children_male,65
educacion,nulos_absolutos_por_pais,LCA,educational_attainment_rate,64
educacion,nulos_absolutos_por_pais,LCA,literacy_rate,65
educacion,nulos_absolutos_por_pais,LCA,lower_secondary_schools_electricity,57
educacion,nulos_absolutos_por_pais,LCA,out_of_school_children_female,39
educacion,nulos_absolutos_por_pais,LCA,out_of_school_children_male,39
educacion,nulos_absolutos_por_pais,LCA,primary_completion_rate,39
educacion,nulos_absolutos_por_pais,LCA,primary_schools_electricity,57
educacion,nulos_absolutos_por_pais,LCA,primary_schools_internet,57
educacion,nulos_absolutos_por_pais,LCA,public_expenditure_education,38
educacion,nulos_absolutos_por_pais,LCA,school_enrollment_primary,12
educacion,nulos_absolutos_por_pais,LCA,school_enrollment_secondary,20
educacion,nulos_absolutos_por_pais,LCA,secondary_schools_internet,58
educacion,nulos_absolutos_por_pais,LCA,spending_per_student_primary,52
educacion,nulos_absolutos_por_pais,LCA,spending_per_student_secondary,54
educacion,nulos_absolutos_por_pais,LCA,upper_secondary_schools_electricity,58
educacion,nulos_absolutos_por_pais,LCA,year,0
educacion,nulos_absolutos_por_pais,LCA,years_compulsory_education,41
educacion,nulos_absolutos_por_pais,LCA,years_free_primary_secondary,41
educacion,nulos_absolutos_por_pais,LCN,country_code,0
educacion,nulos_absolutos_por_pais,LCN,economically_active_children_female,65
educacion,nulos_absolutos_por_pais,LCN,economically_active_children_male,65
educacion,nulos_absolutos_por_pais,LCN,educational_attainment_rate,65
educacion,nulos_absolutos_por_pais,LCN,literacy_rate,14
educacion,nulos_absolutos_por_pais,LCN,lower_secondary_schools_electricity,65
educacion,nulos_absolutos_por_pais,LCN,out_of_school_children_female,65
educacion,nulos_absolutos_por_pais,LCN,out_of_school_children_male,65
educacion,nulos_absolutos_por_pais,LCN,primary_completion_rate,39
educacion,nulos_absolutos_por_pais,LCN,primary_schools_electricity,65
educacion,nulos_absolutos_por_pais,LCN,primary_schools_internet,65
educacion,nulos_absolutos_por_pais,LCN,public_expenditure_education,39
educacion,nulos_absolutos_por_pais,LCN,school_enrollment_primary,33
educacion,nulos_absolutos_por_pais,LCN,school_enrollment_secondary,39
educacion,nulos_absolutos_por_pais,LCN,secondary_schools_internet,65
educacion,nulos_absolutos_por_pais,LCN,spending_per_student_primary,50
educacion,nulos_absolutos_por_pais,LCN,spending_per_student_secondary,51
educacion,nulos_absolutos_por_pais,LCN,upper_secondary_schools_electricity,65
educacion,nulos_absolutos_por_pais,LCN,year,0
educacion,nulos_absolutos_por_pais,LCN,years_compulsory_education,65
educacion,nulos_absolutos_por_pais,LCN,years_free_primary_secondary,65
educacion,nulos_absolutos_por_pais,LDC,country_code,0
educacion,nulos_absolutos_por_pais,LDC,economically_active_children_female,65
educacion,nulos_absolutos_por_pais,LDC,economically_active_children_male,65
educacion,nulos_absolutos_por_pais,LDC,educational_attainment_rate,65
educacion,nulos_absolutos_por_pais,LDC,literacy_rate,21
educacion,nulos_absolutos_por_pais,LDC,lower_secondary_schools_electricity,65
educacion,nulos_absolutos_por_pais,LDC,out_of_school_children_female,65
educacion,nulos_absolutos_por_pais,LDC,out_of_school_children_male,65
educacion,nulos_absolutos_por_pais,LDC,primary_completion_rate,12
educacion,nulos_absolutos_por_pais,LDC,primary_schools_electricity,65
educacion,nulos_absolutos_por_pais,LDC,primary_schools_internet,65
educacion,nulos_absolutos_por_pais,LDC,public_expenditure_education,42
educacion,nulos_absolutos_por_pais,LDC,school_enrollment_primary,10
educacion,nulos_absolutos_por_pais,LDC,school_enrollment_secondary,10
educacion,nulos_absolutos_por_pais,LDC,secondary_schools_internet,65
educacion,nulos_absolutos_por_pais,LDC,spending_per_student_primary,61
educacion,nulos_absolutos_por_pais,LDC,spending_per_student_secondary,64
educacion,nulos_absolutos_por_pais,LDC,upper_secondary_schools_electricity,65
educacion,nulos_absolutos_por_pais,LDC,year,0
educacion,nulos_absolutos_por_pais,LDC,years_compulsory_education,65
educacion,nulos_absolutos_por_pais,LDC,years_free_primary_secondary,65
educacion,nulos_absolutos_por_pais,LIC,country_code,0
educacion,nulos_absolutos_por_pais,LIC,economically_active_children_female,65
educacion,nulos_absolutos_por_pais,LIC,economically_active_children_male,65
educacion,nulos_absolutos_por_pais,LIC,educational_attainment_rate,65
educacion,nulos_absolutos_por_pais,LIC,literacy_rate,28
educacion,nulos_absolutos_por_pais,LIC,lower_secondary_schools_electricity,65
educacion,nulos_absolutos_por_pais,LIC,out_of_school_children_female,41
educacion,nulos_absolutos_por_pais,LIC,out_of_school_children_male,41
educacion,nulos_absolutos_por_pais,LIC,primary_completion_rate,13
educacion,nulos_absolutos_por_pais,LIC,primary_schools_electricity,65
educacion,nulos_absolutos_por_pais,LIC,primary_schools_internet,65
educacion,nulos_absolutos_por_pais,LIC,public_expenditure_education,47
educacion,nulos_absolutos_por_pais,LIC,school_enrollment_primary,10
educacion,nulos_absolutos_por_pais,LIC,school_enrollment_secondary,10
educacion,nulos_absolutos_por_pais,LIC,secondary_schools_internet,65
educacion,nulos_absolutos_por_pais,LIC,spending_per_student_primary,61
educacion,nulos_absolutos_por_pais,LIC,spending_per_student_secondary,64
educacion,nulos_absolutos_por_pais,LIC,upper_secondary_schools_electricity,65
educacion,nulos_absolutos_por_pais,LIC,year,0
educacion,nulos_absolutos_por_pais,LIC,years_compulsory_education,65
educacion,nulos_absolutos_por_pais,LIC,years_free_primary_secondary,65
educacion,nulos_absolutos_por_pais,LIE,country_code,0
educacion,nulos_absolutos_por_pais,LIE,economically_active_children_female,65
educacion,nulos_absolutos_por_pais,LIE,economically_active_children_male,65
educacion,nulos_absolutos_por_pais,LIE,educational_attainment_rate,64
educacion,nulos_absolutos_por_pais,LIE,literacy_rate,65
educacion,nulos_absolutos_por_pais,LIE,lower_secondary_schools_electricity,65
educacion,nulos_absolutos_por_pais,LIE,out_of_school_children_female,64
educacion,nulos_absolutos_por_pais,LIE,out_of_school_children_male,64
educacion,nulos_absolutos_por_pais,LIE,primary_completion_rate,47
educacion,nulos_absolutos_por_pais,LIE,primary_schools_electricity,65
educacion,nulos_absolutos_por_pais,LIE,primary_schools_internet,65
educacion,nulos_absolutos_por_pais,LIE,public_expenditure_education,59
educacion,nulos_absolutos_por_pais,LIE,school_enrollment_primary,47
educacion,nulos_absolutos_por_pais,LIE,school_enrollment_secondary,47
educacion,nulos_absolutos_por_pais,LIE,secondary_schools_internet,64
educacion,nulos_absolutos_por_pais,LIE,spending_per_student_primary,58
educacion,nulos_absolutos_por_pais,LIE,spending_per_student_secondary,58
educacion,nulos_absolutos_por_pais,LIE,upper_secondary_schools_electricity,65
educacion,nulos_absolutos_por_pais,LIE,year,0
educacion,nulos_absolutos_por_pais,LIE,years_compulsory_education,41
educacion,nulos_absolutos_por_pais,LIE,years_free_primary_secondary,63
educacion,nulos_absolutos_por_pais,LKA,country_code,0
educacion,nulos_absolutos_por_pais,LKA,economically_active_children_female,63
educacion,nulos_absolutos_por_pais,LKA,economically_active_children_male,63
educacion,nulos_absolutos_por_pais,LKA,educational_attainment_rate,52
educacion,nulos_absolutos_por_pais,LKA,literacy_rate,50
educacion,nulos_absolutos_por_pais,LKA,lower_secondary_schools_electricity,57
educacion,nulos_absolutos_por_pais,LKA,out_of_school_children_female,45
educacion,nulos_absolutos_por_pais,LKA,out_of_school_children_male,45
educacion,nulos_absolutos_por_pais,LKA,primary_completion_rate,23
educacion,nulos_absolutos_por_pais,LKA,primary_schools_electricity,57
educacion,nulos_absolutos_por_pais,LKA,primary_schools_internet,58
educacion,nulos_absolutos_por_pais,LKA,public_expenditure_education,32
educacion,nulos_absolutos_por_pais,LKA,school_enrollment_primary,14
educacion,nulos_absolutos_por_pais,LKA,school_enrollment_secondary,31
educacion,nulos_absolutos_por_pais,LKA,secondary_schools_internet,61
educacion,nulos_absolutos_por_pais,LKA,spending_per_student_primary,55
educacion,nulos_absolutos_por_pais,LKA,spending_per_student_secondary,58
educacion,nulos_absolutos_por_pais,LKA,upper_secondary_schools_electricity,57
educacion,nulos_absolutos_por_pais,LKA,year,0
educacion,nulos_absolutos_por_pais,LKA,years_compulsory_education,40
educacion,nulos_absolutos_por_pais,LKA,years_free_primary_secondary,40
educacion,nulos_absolutos_por_pais,LMC,country_code,0
educacion,nulos_absolutos_por_pais,LMC,economically_active_children_female,65
educacion,nulos_absolutos_por_pais,LMC,economically_active_children_male,65
educacion,nulos_absolutos_por_pais,LMC,educational_attainment_rate,65
educacion,nulos_absolutos_por_pais,LMC,literacy_rate,15
educacion,nulos_absolutos_por_pais,LMC,lower_secondary_schools_electricity,65
educacion,nulos_absolutos_por_pais,LMC,out_of_school_children_female,41
educacion,nulos_absolutos_por_pais,LMC,out_of_school_children_male,41
educacion,nulos_absolutos_por_pais,LMC,primary_completion_rate,30
educacion,nulos_absolutos_por_pais,LMC,primary_schools_electricity,65
educacion,nulos_absolutos_por_pais,LMC,primary_schools_internet,65
educacion,nulos_absolutos_por_pais,LMC,public_expenditure_education,44
educacion,nulos_absolutos_por_pais,LMC,school_enrollment_primary,10
educacion,nulos_absolutos_por_pais,LMC,school_enrollment_secondary,14
educacion,nulos_absolutos_por_pais,LMC,secondary_schools_internet,65
educacion,nulos_absolutos_por_pais,LMC,spending_per_student_primary,65
educacion,nulos_absolutos_por_pais,LMC,spending_per_student_secondary,65
educacion,nulos_absolutos_por_pais,LMC,upper_secondary_schools_electricity,65
educacion,nulos_absolutos_por_pais,LMC,year,0
educacion,nulos_absolutos_por_pais,LMC,years_compulsory_education,65
educacion,nulos_absolutos_por_pais,LMC,years_free_primary_secondary,65
educacion,nulos_absolutos_por_pais,LMY,country_code,0
educacion,nulos_absolutos_por_pais,LMY,economically_active_children_female,65
educacion,nulos_absolutos_por_pais,LMY,economically_active_children_male,65
educacion,nulos_absolutos_por_pais,LMY,educational_attainment_rate,65
educacion,nulos_absolutos_por_pais,LMY,literacy_rate,15
educacion,nulos_absolutos_por_pais,LMY,lower_secondary_schools_electricity,65
educacion,nulos_absolutos_por_pais,LMY,out_of_school_children_female,65
educacion,nulos_absolutos_por_pais,LMY,out_of_school_children_male,65
educacion,nulos_absolutos_por_pais,LMY,primary_completion_rate,28
educacion,nulos_absolutos_por_pais,LMY,primary_schools_electricity,65
educacion,nulos_absolutos_por_pais,LMY,primary_schools_internet,65
educacion,nulos_absolutos_por_pais,LMY,public_expenditure_education,41
educacion,nulos_absolutos_por_pais,LMY,school_enrollment_primary,10
educacion,nulos_absolutos_por_pais,LMY,school_enrollment_secondary,10
educacion,nulos_absolutos_por_pais,LMY,secondary_schools_internet,65
educacion,nulos_absolutos_por_pais,LMY,spending_per_student_primary,64
educacion,nulos_absolutos_por_pais,LMY,spending_per_student_secondary,65
educacion,nulos_absolutos_por_pais,LMY,upper_secondary_schools_electricity,65
educacion,nulos_absolutos_por_pais,LMY,year,0
educacion,nulos_absolutos_por_pais,LMY,years_compulsory_education,65
educacion,nulos_absolutos_por_pais,LMY,years_free_primary_secondary,65
educacion,nulos_absolutos_por_pais,LSO,country_code,0
educacion,nulos_absolutos_por_pais,LSO,economically_active_children_female,63
educacion,nulos_absolutos_por_pais,LSO,economically_active_children_male,63
educacion,nulos_absolutos_por_pais,LSO,educational_attainment_rate,62
educacion,nulos_absolutos_por_pais,LSO,literacy_rate,59
educacion,nulos_absolutos_por_pais,LSO,lower_secondary_schools_electricity,65
educacion,nulos_absolutos_por_pais,LSO,out_of_school_children_female,13
educacion,nulos_absolutos_por_pais,LSO,out_of_school_children_male,13
educacion,nulos_absolutos_por_pais,LSO,primary_completion_rate,13
educacion,nulos_absolutos_por_pais,LSO,primary_schools_electricity,64
educacion,nulos_absolutos_por_pais,LSO,primary_schools_internet,65
educacion,nulos_absolutos_por_pais,LSO,public_expenditure_education,37
educacion,nulos_absolutos_por_pais,LSO,school_enrollment_primary,10
educacion,nulos_absolutos_por_pais,LSO,school_enrollment_secondary,18
educacion,nulos_absolutos_por_pais,LSO,secondary_schools_internet,65
educacion,nulos_absolutos_por_pais,LSO,spending_per_student_primary,57
educacion,nulos_absolutos_por_pais,LSO,spending_per_student_secondary,57
educacion,nulos_absolutos_por_pais,LSO,upper_secondary_schools_electricity,64
educacion,nulos_absolutos_por_pais,LSO,year,0
educacion,nulos_absolutos_por_pais,LSO,years_compulsory_education,41
educacion,nulos_absolutos_por_pais,LSO,years_free_primary_secondary,51
educacion,nulos_absolutos_por_pais,LTE,country_code,0
educacion,nulos_absolutos_por_pais,LTE,economically_active_children_female,65
educacion,nulos_absolutos_por_pais,LTE,economically_active_children_male,65
educacion,nulos_absolutos_por_pais,LTE,educational_attainment_rate,65
educacion,nulos_absolutos_por_pais,LTE,literacy_rate,16
educacion,nulos_absolutos_por_pais,LTE,lower_secondary_schools_electricity,65
educacion,nulos_absolutos_por_pais,LTE,out_of_school_children_female,65
educacion,nulos_absolutos_por_pais,LTE,out_of_school_children_male,65
educacion,nulos_absolutos_por_pais,LTE,primary_completion_rate,30
educacion,nulos_absolutos_por_pais,LTE,primary_schools_electricity,65
educacion,nulos_absolutos_por_pais,LTE,primary_schools_internet,65
educacion,nulos_absolutos_por_pais,LTE,public_expenditure_education,37
educacion,nulos_absolutos_por_pais,LTE,school_enrollment_primary,10
educacion,nulos_absolutos_por_pais,LTE,school_enrollment_secondary,10
educacion,nulos_absolutos_por_pais,LTE,secondary_schools_internet,65
educacion,nulos_absolutos_por_pais,LTE,spending_per_student_primary,57
educacion,nulos_absolutos_por_pais,LTE,spending_per_student_secondary,59
educacion,nulos_absolutos_por_pais,LTE,upper_secondary_schools_electricity,65
educacion,nulos_absolutos_por_pais,LTE,year,0
educacion,nulos_absolutos_por_pais,LTE,years_compulsory_education,65
educacion,nulos_absolutos_por_pais,LTE,years_free_primary_secondary,65
educacion,nulos_absolutos_por_pais,LTU,country_code,0
educacion,nulos_absolutos_por_pais,LTU,economically_active_children_female,65
educacion,nulos_absolutos_por_pais,LTU,economically_active_children_male,65
educacion,nulos_absolutos_por_pais,LTU,educational_attainment_rate,41
educacion,nulos_absolutos_por_pais,LTU,literacy_rate,62
educacion,nulos_absolutos_por_pais,LTU,lower_secondary_schools_electricity,58
educacion,nulos_absolutos_por_pais,LTU,out_of_school_children_female,63
educacion,nulos_absolutos_por_pais,LTU,out_of_school_children_male,63
educacion,nulos_absolutos_por_pais,LTU,primary_completion_rate,41
educacion,nulos_absolutos_por_pais,LTU,primary_schools_electricity,58
educacion,nulos_absolutos_por_pais,LTU,primary_schools_internet,58
educacion,nulos_absolutos_por_pais,LTU,public_expenditure_education,37
educacion,nulos_absolutos_por_pais,LTU,school_enrollment_primary,41
educacion,nulos_absolutos_por_pais,LTU,school_enrollment_secondary,41
educacion,nulos_absolutos_por_pais,LTU,secondary_schools_internet,56
educacion,nulos_absolutos_por_pais,LTU,spending_per_student_primary,51
educacion,nulos_absolutos_por_pais,LTU,spending_per_student_secondary,51
educacion,nulos_absolutos_por_pais,LTU,upper_secondary_schools_electricity,58
educacion,nulos_absolutos_por_pais,LTU,year,0
educacion,nulos_absolutos_por_pais,LTU,years_compulsory_education,41
educacion,nulos_absolutos_por_pais,LTU,years_free_primary_secondary,41
educacion,nulos_absolutos_por_pais,LUX,country_code,0
educacion,nulos_absolutos_por_pais,LUX,economically_active_children_female,65
educacion,nulos_absolutos_por_pais,LUX,economically_active_children_male,65
educacion,nulos_absolutos_por_pais,LUX,educational_attainment_rate,45
educacion,nulos_absolutos_por_pais,LUX,literacy_rate,65
educacion,nulos_absolutos_por_pais,LUX,lower_secondary_schools_electricity,56
educacion,nulos_absolutos_por_pais,LUX,out_of_school_children_female,42
educacion,nulos_absolutos_por_pais,LUX,out_of_school_children_male,42
educacion,nulos_absolutos_por_pais,LUX,primary_completion_rate,51
educacion,nulos_absolutos_por_pais,LUX,primary_schools_electricity,56
educacion,nulos_absolutos_por_pais,LUX,primary_schools_internet,56
educacion,nulos_absolutos_por_pais,LUX,public_expenditure_education,36
educacion,nulos_absolutos_por_pais,LUX,school_enrollment_primary,42
educacion,nulos_absolutos_por_pais,LUX,school_enrollment_secondary,42
educacion,nulos_absolutos_por_pais,LUX,secondary_schools_internet,56
educacion,nulos_absolutos_por_pais,LUX,spending_per_student_primary,58
educacion,nulos_absolutos_por_pais,LUX,spending_per_student_secondary,53
educacion,nulos_absolutos_por_pais,LUX,upper_secondary_schools_electricity,56
educacion,nulos_absolutos_por_pais,LUX,year,0
educacion,nulos_absolutos_por_pais,LUX,years_compulsory_education,41
educacion,nulos_absolutos_por_pais,LUX,years_free_primary_secondary,41
educacion,nulos_absolutos_por_pais,LVA,country_code,0
educacion,nulos_absolutos_por_pais,LVA,economically_active_children_female,65
educacion,nulos_absolutos_por_pais,LVA,economically_active_children_male,65
educacion,nulos_absolutos_por_pais,LVA,educational_attainment_rate,45
